pet_13850, 3388, 喝咖啡, 睡覺
pet_12552, 3415, 情人節, 買禮物
pet_10276, 3415, 情人節, 買禮物
pet_11542, 3415, 情人節, 買禮物
pet_10903, 3415, 情人節, 買禮物
pet_10808, 3415, 情人節, 買禮物
pet_28, 3415, 情人節, 買禮物
pet_8493, 3415, 情人節, 買禮物
pet_5703, 3415, 情人節, 買禮物
pet_6961, 3415, 情人節, 買禮物
pet_6237, 3415, 情人節, 買禮物
pet_8514, 3370, 不, 否定
pet_211, 3370, 不, 否定
pet_5049, 3391, 抱抱, 親親
pet_5269, 3391, 抱抱, 親親
pet_5097, 3391, 抱抱, 親親
pet_229, 3391, 親親, 抱抱
pet_5049, 3391, 親親, 抱抱
pet_8306, 3391, 沒男有的女生, 交男友
pet_229, 3391, 沒男有的女生, 交男友
pet_8514, 3380, 手, 開車安全帶
pet_5081, 3380, 手, 開車安全帶
pet_8514, 3380, 眼睛, 開車安全帶
pet_5271, 3380, 眼睛, 開車安全帶
pet_14244, 3353, 感冒, 看醫生
pet_13038, 3353, 感冒, 看醫生
pet_12547, 3353, 感冒, 看醫生
pet_12142, 3353, 感冒, 看醫生
pet_10654, 3353, 感冒, 看醫生
pet_10936, 3353, 感冒, 看醫生
pet_229, 3353, 感冒, 看醫生
pet_12142, 3353, 感冒, 休息
pet_10654, 3353, 感冒, 休息
pet_10154, 3353, 感冒, 休息
pet_229, 3353, 感冒, 休息
pet_5269, 3380, 手指, 開車安全帶
pet_5271, 3380, 手指, 開車安全帶
pet_5081, 3380, 手指, 開車安全帶
pet_4839, 3383, 你未來, 睡覺
pet_5030, 3383, 你未來, 睡覺
pet_4839, 3383, 你未來, 吃飯
pet_5030, 3383, 你未來, 吃飯
pet_5097, 3409, 勇士, 世界和平
pet_5097, 3409, 勇士, 英雄救美
pet_5097, 3409, 勇士, 奇蹟出現
pet_5097, 3409, 勇士, 勇敢
pet_229, 3409, 勇士, 勇敢
pet_5097, 3409, 勇士, 權力
pet_5775, 3356, 天, 聊
pet_5269, 3356, 天, 聊
pet_6032, 3383, 女生寂寞時, 看電視
pet_5743, 3383, 女生寂寞時, 看電視
pet_5743, 3383, 女生寂寞時, 看書
pet_601, 3383, 女生寂寞時, 看書
pet_14257, 3353, 睡覺, 休息
pet_10918, 3353, 睡覺, 休息
pet_10227, 3415, 聖誕節, 聚會
pet_5488, 3415, 聖誕節, 聚會
pet_4522, 3415, 聖誕節, 聚會
pet_12768, 3415, 聖誕節, 買蛋糕
pet_4522, 3415, 聖誕節, 買蛋糕
pet_7030, 3409, 綠色, 吱吱
pet_5119, 3409, 綠色, 吱吱
pet_4155, 3409, 黃色, 亮
pet_4478, 3409, 黃色, 亮
pet_4522, 3409, 黃色, 亮
pet_5681, 3409, 黃色, 亮光
pet_4522, 3409, 黃色, 亮光
pet_5286, 3409, 黃色, 溫暖
pet_4522, 3409, 黃色, 溫暖
pet_8517, 3353, 洗完澡, 喝水
pet_4844, 3353, 洗完澡, 喝水
pet_12381, 3353, 運動完, 喝水
pet_11556, 3353, 運動完, 喝水
pet_480, 3353, 運動完, 喝水
pet_10593, 3353, 運動完, 喝水
pet_6493, 3353, 運動完, 喝水
pet_9988, 3353, 運動完, 喝水
pet_6982, 3356, 想被愛, 想交個男友
pet_4522, 3356, 想被愛, 想交個男友
pet_6982, 3356, 想愛人, 想交個男友
pet_4522, 3356, 想愛人, 想交個男友
pet_3904, 3355, 打針, 流血
pet_4844, 3355, 打針, 流血
pet_13641, 3355, 受傷, 流血
pet_3904, 3355, 受傷, 流血
pet_12311, 3355, 受傷, 流血
pet_7895, 3355, 受傷, 流血
pet_9531, 3355, 受傷, 流血
pet_6982, 3355, 受傷, 流血
pet_4844, 3355, 受傷, 流血
pet_12510, 3353, 中午, 吃飯
pet_12479, 3353, 中午, 吃飯
pet_8847, 3353, 中午, 吃飯
pet_12008, 3390, 小魚, 花無缺
pet_3871, 3390, 小魚, 花無缺
pet_5899, 3393, 女生, 蟲
pet_6463, 3354, 報告, 熬夜
pet_5207, 3354, 報告, 熬夜
pet_5030, 3354, 報告, 發瘋
pet_5207, 3354, 報告, 發瘋
pet_13470, 3370, 頻果, 水果
pet_14194, 3370, 頻果, 水果
pet_7482, 3370, 頻果, 水果
pet_11986, 3370, 頻果, 水果
pet_5207, 3370, 頻果, 水果
pet_3530, 3356, 買東西, 花錢
pet_5049, 3356, 買東西, 花錢
pet_14302, 3371, 電視, 房間
pet_5038, 3371, 電視, 房間
pet_11482, 3371, 貓咪, 房間
pet_5207, 3371, 貓咪, 房間
pet_5038, 3415, 被告白, 開心
pet_5049, 3415, 被告白, 開心
pet_5038, 3415, 被告白, 害羞
pet_5049, 3415, 被告白, 害羞
pet_11884, 3378, 家屬, 醫院
pet_11884, 3378, 家屬, 醫院
pet_259, 3378, 家屬, 醫院
pet_12794, 3378, 護士, 醫院
pet_11782, 3378, 護士, 醫院
pet_13353, 3378, 護士, 醫院
pet_11884, 3378, 護士, 醫院
pet_11884, 3378, 護士, 醫院
pet_11848, 3378, 護士, 醫院
pet_11635, 3378, 護士, 醫院
pet_12556, 3378, 護士, 醫院
pet_12129, 3378, 護士, 醫院
pet_11585, 3378, 護士, 醫院
pet_11865, 3378, 護士, 醫院
pet_11108, 3378, 護士, 醫院
pet_10673, 3378, 護士, 醫院
pet_8320, 3378, 護士, 醫院
pet_9223, 3378, 護士, 醫院
pet_6824, 3378, 護士, 醫院
pet_259, 3383, 警察, 釣魚
pet_5207, 3383, 警察, 釣魚
pet_10086, 3383, 泡澡, 看書
pet_5207, 3383, 泡澡, 看書
pet_12794, 3383, 學生, 看書
pet_13329, 3383, 學生, 看書
pet_12311, 3383, 學生, 看書
pet_11453, 3383, 學生, 看書
pet_11945, 3383, 學生, 看書
pet_11453, 3383, 學生, 看書
pet_11421, 3383, 學生, 看書
pet_6493, 3383, 學生, 看書
pet_12131, 3383, 上課, 看書
pet_259, 3383, 上課, 看書
pet_6982, 3383, 無聊, 玩桌遊
pet_4089, 3383, 無聊, 玩桌遊
pet_9447, 3385, 吃軟飯, 帥
pet_5417, 3387, 有創意, 錢
pet_5038, 3387, 有創意, 錢
pet_6794, 3388, 肚子餓, 吃東西
pet_9545, 3388, 肚子餓, 吃東西
pet_6175, 3388, 肚子餓, 吃東西
pet_5265, 3388, 肚子餓, 吃東西
pet_12877, 3355, 吃飯, 擦嘴巴
pet_5265, 3355, 吃飯, 擦嘴巴
pet_5949, 3355, 吃飯, 洗碗
pet_12877, 3355, 吃飯, 洗碗
pet_12935, 3355, 吃飯, 洗碗
pet_12682, 3355, 吃飯, 洗碗
pet_11194, 3355, 吃飯, 洗碗
pet_10673, 3355, 吃飯, 洗碗
pet_12935, 3355, 吃飯, 肚子痛
pet_5265, 3355, 吃飯, 肚子痛
pet_12486, 3388, 去銀櫃, 唱歌
pet_11635, 3388, 去銀櫃, 唱歌
pet_64, 3388, 去銀櫃, 唱歌
pet_13850, 3388, 去錢櫃, 唱歌
pet_601, 3388, 去錢櫃, 唱歌
pet_12486, 3388, 去錢櫃, 唱歌
pet_11635, 3388, 去錢櫃, 唱歌
pet_9257, 3388, 去錢櫃, 唱歌
pet_13220, 3388, 點歌, 唱歌
pet_4770, 3388, 點歌, 唱歌
pet_4770, 3388, 點歌, 唱歌
pet_64, 3388, 點歌, 唱歌
pet_13019, 3356, 太胖, 減肥
pet_10152, 3356, 太胖, 減肥
pet_12907, 3356, 太胖, 減肥
pet_10936, 3356, 太胖, 減肥
pet_12382, 3355, 跑步, 暈倒
pet_5265, 3355, 跑步, 暈倒
pet_601, 3355, 跑步, 喝水
pet_5632, 3355, 跑步, 喝水
pet_5265, 3355, 跑步, 喝水
pet_13455, 3355, 跑步, 流汗
pet_5265, 3355, 跑步, 流汗
pet_11194, 3356, 想要, 唱歌
pet_1868, 3356, 想要, 唱歌
pet_11108, 3356, 需要休息, 睡覺
pet_4401, 3356, 需要休息, 睡覺
pet_503, 3356, 時間到了, 睡覺
pet_7322, 3356, 時間到了, 睡覺
pet_4401, 3356, 時間到了, 睡覺
pet_13721, 3389, 吃冰, 天氣熱
pet_12116, 3389, 吃冰, 天氣熱
pet_11826, 3389, 吃冰, 天氣熱
pet_10891, 3389, 吃冰, 天氣熱
pet_10890, 3389, 吃冰, 天氣熱
pet_11021, 3389, 吃冰, 天氣熱
pet_8745, 3389, 吃冰, 天氣熱
pet_5227, 3389, 吃冰, 天氣熱
pet_12479, 3389, 環遊世界, 有錢
pet_5227, 3389, 環遊世界, 有錢
pet_12513, 3370, 電腦, 生活必需品
pet_11915, 3370, 電腦, 生活必需品
pet_10319, 3370, 電腦, 生活必需品
pet_12552, 3353, 熱, 吹冷氣
pet_11426, 3353, 熱, 吹冷氣
pet_11147, 3353, 熱, 吹冷氣
pet_4106, 3353, 熱, 吹冷氣
pet_10031, 3353, 熱, 吹冷氣
pet_10839, 3392, 男人, 不舉
pet_9578, 3392, 男人, 不舉
pet_4755, 3392, 男人, 不舉
pet_10869, 3368, 吐司, 麵粉
pet_13203, 3412, 火災, 大聲呼救
pet_12824, 3412, 火災, 大聲呼救
pet_10746, 3412, 火災, 大聲呼救
pet_5049, 3412, 火災, 大聲呼救
pet_10073, 3384, 嬰兒, 哭
pet_9434, 3384, 嬰兒, 哭
pet_5294, 3384, 嬰兒, 哭
pet_5056, 3384, 嬰兒, 哭
pet_12224, 3384, 媽媽, 哭
pet_5056, 3384, 媽媽, 哭
pet_8022, 3412, 搶劫, 冷靜
pet_4755, 3412, 搶劫, 冷靜
pet_6965, 3392, 主人, 寵物生病
pet_4960, 3392, 主人, 寵物生病
pet_11915, 3380, 微笑, 面試
pet_4755, 3389, 找馬桶, 想吐
pet_4980, 3389, 找馬桶, 想吐
pet_5056, 3389, 找馬桶, 想吐
pet_7391, 3388, 約朋友, 吃飯
pet_5227, 3388, 約朋友, 吃飯
pet_3362, 3380, 鏟子, 種花
pet_5035, 3353, 天氣冷, 跟棉被廝守
pet_5035, 3353, 天氣冷, 宅在家
pet_5035, 3353, 天氣冷, 買暖暖包
pet_7172, 3388, 問人, 找路
pet_5255, 3388, 問人, 找路
pet_5255, 3388, 不要戴套, 生小孩
pet_7845, 3384, 電腦, 看影片
pet_5250, 3384, 電腦, 看影片
pet_4155, 3384, 電腦, 跑程式
pet_5250, 3384, 電腦, 跑程式
pet_601, 3360, 打針, 脫褲子
pet_9887, 3360, 打針, 脫褲子
pet_5952, 3360, 上完廁所, 洗手
pet_12536, 3409, 粉紅色, 可愛
pet_12363, 3409, 粉紅色, 可愛
pet_11596, 3409, 粉紅色, 可愛
pet_411, 3409, 粉紅色, 可愛
pet_11874, 3380, 力氣, 大便
pet_10311, 3380, 力氣, 大便
pet_5155, 3380, 力氣, 大便
pet_7864, 3377, 垃圾桶, 廁所裡
pet_5155, 3377, 垃圾桶, 廁所裡
pet_7864, 3377, 馬桶, 廁所裡
pet_5155, 3377, 馬桶, 廁所裡
pet_283, 3371, 小雞, 小雞板
pet_4990, 3371, 小雞, 小雞板
pet_6237, 3368, 衣服, 石油
pet_12566, 3368, 衣服, 石油
pet_8758, 3377, 宅宅, 網咖
pet_8919, 3377, 宅宅, 網咖
pet_6767, 3377, 宅宅, 網咖
pet_1934, 3377, 宅宅, 網咖
pet_6110, 3356, 大便, 臭
pet_4990, 3356, 大便, 臭
pet_11786, 3357, 運動, 肌肉
pet_10596, 3357, 運動, 肌肉
pet_8307, 3357, 運動, 肌肉
pet_5227, 3360, 養寵物, 多問多聽
pet_5227, 3360, 養寵物, 作功課
pet_5227, 3360, 養寵物, 有耐心
pet_5227, 3360, 養寵物, 有愛心
pet_12354, 3391, 情侶, 出去玩
pet_5271, 3391, 情侶, 出去玩
pet_411, 3391, 情侶, 出去玩
pet_5227, 3354, 跑步完, 口渴
pet_515, 3354, 運動後, 口渴
pet_5227, 3354, 運動後, 口渴
pet_11370, 3392, 小孩, 藥
pet_5200, 3392, 小孩, 藥
pet_5200, 3392, 小孩, 不開心
pet_5200, 3392, 小孩, 被毒打
pet_12479, 3404, 吃壞肚子, 拉肚子
pet_10842, 3404, 吃壞肚子, 拉肚子
pet_6493, 3404, 吃壞肚子, 拉肚子
pet_4002, 3354, 肚子痛, 棒賽
pet_5253, 3354, 肚子痛, 棒賽
pet_64, 3354, 聽歌, 舒服
pet_13636, 3354, 運動, 舒服
pet_12787, 3354, 運動, 舒服
pet_2695, 3354, 運動, 舒服
pet_64, 3354, 運動, 舒服
pet_13349, 3354, 上課, 很累
pet_64, 3354, 上課, 很累
pet_12480, 3354, 打電動, 很累
pet_12295, 3354, 打電動, 很累
pet_64, 3354, 打電動, 很累
pet_11410, 3354, 看書, 很累
pet_64, 3354, 看書, 很累
pet_13247, 3354, 跑步, 很累
pet_13259, 3354, 跑步, 很累
pet_6212, 3354, 跑步, 很累
pet_64, 3354, 跑步, 很累
pet_10137, 3412, 想我, 看照片
pet_4916, 3412, 想我, 看照片
pet_139, 3378, 吃的, 冰箱
pet_2312, 3378, 吃的, 冰箱
pet_13443, 3378, 冰棒, 冰箱
pet_864, 3378, 冰棒, 冰箱
pet_10276, 3378, 冰棒, 冰箱
pet_7357, 3378, 冰棒, 冰箱
pet_4916, 3378, 冰棒, 冰箱
pet_11753, 3390, 女生, 可愛的東西
pet_2312, 3390, 女生, 可愛的東西
pet_2981, 3390, 女生, 衣服
pet_7019, 3390, 女生, 衣服
pet_2312, 3390, 女生, 衣服
pet_12754, 3409, 紅色, 開心
pet_3910, 3409, 紅色, 開心
pet_11062, 3409, 紅色, 開心
pet_11282, 3409, 紅色, 開心
pet_9277, 3409, 紅色, 開心
pet_5129, 3409, 紅色, 開心
pet_3239, 3409, 紅色, 大膽
pet_4916, 3409, 紅色, 大膽
pet_5103, 3409, 臭臉, 生氣
pet_4916, 3409, 臭臉, 生氣
pet_13899, 3391, 老師, 上廁所
pet_13038, 3391, 老師, 上廁所
pet_12711, 3391, 老師, 上廁所
pet_4916, 3391, 老師, 上廁所
pet_13509, 3356, 運動, 變瘦
pet_13319, 3356, 運動, 變瘦
pet_8581, 3356, 運動, 變瘦
pet_12513, 3356, 運動, 變瘦
pet_10417, 3356, 運動, 變瘦
pet_4634, 3356, 運動, 變瘦
pet_10227, 3356, 運動, 變瘦
pet_5771, 3356, 運動, 變瘦
pet_4916, 3356, 運動, 變瘦
pet_8934, 3354, 電視, 看電影
pet_4979, 3354, 電視, 看電影
pet_11753, 3356, 唸書, 很累
pet_7017, 3356, 唸書, 很累
pet_4083, 3356, 唸書, 很累
pet_14060, 3395, 老闆, 員工偷懶
pet_12573, 3395, 老闆, 員工偷懶
pet_10832, 3395, 老闆, 員工偷懶
pet_4979, 3395, 老闆, 員工偷懶
pet_11001, 3385, 心悸, 有心臟病
pet_4979, 3385, 心悸, 有心臟病
pet_10185, 3385, 想睡, 想休息
pet_4083, 3385, 想睡, 想休息
pet_10764, 3378, 花瓣, 花朵
pet_4083, 3378, 花瓣, 花朵
pet_5036, 3353, 寂寞, 交男朋友
pet_5215, 3353, 寂寞, 交男朋友
pet_8736, 3399, 五月天, 他
pet_5215, 3399, 五月天, 他
pet_4385, 3399, 人生, 無奈
pet_12923, 3384, 狗, 看家
pet_11710, 3384, 狗, 看家
pet_12380, 3384, 狗, 看家
pet_11513, 3384, 狗, 看家
pet_10278, 3384, 狗, 看家
pet_8758, 3384, 狗, 看家
pet_7666, 3384, 狗, 看家
pet_5374, 3386, 咖咖, 提神
pet_4960, 3386, 咖咖, 提神
pet_11865, 3355, 沒讀書, 被當掉
pet_3530, 3355, 沒讀書, 被當掉
pet_6769, 3390, 抓老鼠, 貓
pet_5119, 3390, 抓老鼠, 貓
pet_5119, 3370, 毒藥, 藥
pet_956, 3370, 毒藥, 藥
pet_6593, 3353, 肚子餓, 吃小雞
pet_5249, 3353, 肚子餓, 吃小雞
pet_9401, 3377, 菸蒂, 廁所
pet_3871, 3377, 菸蒂, 廁所
pet_11782, 3378, 小朋友, 幼稚園
pet_3871, 3378, 小朋友, 幼稚園
pet_13824, 3380, 牛排醬, 吃牛排
pet_3871, 3380, 牛排醬, 吃牛排
pet_13972, 3378, 阿飄, 學校
pet_4002, 3378, 阿飄, 學校
pet_13485, 3355, 睡前, 洗澡
pet_3871, 3355, 睡前, 洗澡
pet_2803, 3355, 天氣熱, 洗澡
pet_3871, 3355, 天氣熱, 洗澡
pet_3871, 3378, 美女, 學校
pet_64, 3387, 做事, 錢
pet_2312, 3387, 做事, 錢
pet_4757, 3355, 疲倦, 喝水
pet_10352, 3355, 感冒, 喝水
pet_4757, 3355, 感冒, 喝水
pet_12954, 3378, 桌子, 教室
pet_12486, 3378, 桌子, 教室
pet_11021, 3378, 桌子, 教室
pet_10593, 3378, 桌子, 教室
pet_10957, 3378, 桌子, 教室
pet_9964, 3378, 桌子, 教室
pet_9071, 3378, 桌子, 教室
pet_6493, 3378, 桌子, 教室
pet_7312, 3378, 桌子, 教室
pet_5634, 3378, 桌子, 教室
pet_12954, 3378, 椅子, 教室
pet_12486, 3378, 椅子, 教室
pet_12486, 3378, 椅子, 教室
pet_11021, 3378, 椅子, 教室
pet_12060, 3378, 椅子, 教室
pet_10593, 3378, 椅子, 教室
pet_10957, 3378, 椅子, 教室
pet_229, 3378, 椅子, 教室
pet_9964, 3378, 椅子, 教室
pet_9071, 3378, 椅子, 教室
pet_6493, 3378, 椅子, 教室
pet_7312, 3378, 椅子, 教室
pet_13290, 3389, 吐, 喝
pet_2923, 3389, 吐, 喝
pet_11445, 3383, 狗, 做愛
pet_4106, 3383, 狗, 做愛
pet_4155, 3387, 讀書, 好的成績
pet_6059, 3366, 王水, 化學藥劑
pet_5054, 3366, 王水, 化學藥劑
pet_10907, 3388, 睡覺, 喝酒
pet_9588, 3388, 睡覺, 喝酒
pet_8276, 3388, 睡覺, 喝酒
pet_5215, 3388, 睡覺, 喝酒
pet_10907, 3388, 買酒, 喝酒
pet_9588, 3388, 買酒, 喝酒
pet_5215, 3388, 買酒, 喝酒
pet_12404, 3391, 爸爸, 休息
pet_9257, 3391, 爸爸, 休息
pet_9781, 3353, 無聊, 找朋友
pet_5044, 3353, 無聊, 找朋友
pet_5176, 3387, 多運動, 健康的體魄
pet_6143, 3370, 生小孩, 傳宗接代
pet_5072, 3370, 生小孩, 傳宗接代
pet_7259, 3366, 雞蛋, 蛋黃
pet_6049, 3366, 雞蛋, 蛋黃
pet_7259, 3366, 雞蛋, 蛋白
pet_6049, 3366, 雞蛋, 蛋白
pet_7259, 3366, 雞蛋, 蛋殼
pet_6049, 3366, 雞蛋, 蛋殼
pet_6049, 3366, 雞蛋, 蛋白質
pet_3871, 3366, 雞蛋, 蛋白質
pet_10736, 3390, 我, 花錢
pet_5417, 3390, 我, 花錢
pet_64, 3390, 我, 花錢
pet_12512, 3390, 我, 打電動
pet_601, 3390, 我, 打電動
pet_64, 3390, 我, 打電動
pet_6143, 3388, 漱口, 刷牙
pet_3871, 3388, 漱口, 刷牙
pet_6639, 3370, 布娃娃, 玩偶
pet_64, 3370, 布娃娃, 玩偶
pet_12329, 3388, 帶健保卡, 看病
pet_3871, 3388, 帶健保卡, 看病
pet_5949, 3415, 生日, 唱生日歌
pet_1200, 3415, 生日, 唱生日歌
pet_10596, 3415, 生日, 唱生日歌
pet_7873, 3415, 生日, 唱生日歌
pet_7115, 3415, 生日, 唱生日歌
pet_3871, 3415, 生日, 唱生日歌
pet_9015, 3415, 生病, 看電視
pet_3871, 3415, 生病, 看電視
pet_6352, 3415, 生病, 不舒服
pet_3871, 3415, 生病, 不舒服
pet_6579, 3415, 生病, 難過
pet_3871, 3415, 生病, 難過
pet_13673, 3383, 現在, 睡覺
pet_3871, 3383, 現在, 睡覺
pet_386, 3383, 累, 睡覺
pet_13319, 3386, 養寵物, 喜歡
pet_4522, 3386, 養寵物, 喜歡
pet_12949, 3412, 吃飯, 用湯匙
pet_10890, 3412, 吃飯, 用湯匙
pet_10890, 3412, 吃飯, 用湯匙
pet_6916, 3412, 吃飯, 用湯匙
pet_4762, 3412, 吃飯, 用湯匙
pet_14060, 3415, 百貨公司, 買東西
pet_13509, 3415, 百貨公司, 買東西
pet_9523, 3415, 百貨公司, 買東西
pet_4522, 3415, 百貨公司, 買東西
pet_3479, 3380, 催眠曲, 睡覺
pet_5244, 3415, 快樂的時候, 大笑
pet_5199, 3415, 一個人的時候, 上網
pet_5199, 3415, 一個人的時候, 跳舞
pet_5199, 3415, 一個人的時候, 唱個
pet_8321, 3415, 一個人的時候, 看書
pet_5199, 3415, 一個人的時候, 看書
pet_11453, 3415, 夜市, 吃小吃
pet_5199, 3415, 夜市, 吃小吃
pet_4238, 3386, 賺錢, 自己
pet_3362, 3386, 賺錢, 自己
pet_9152, 3386, 賺錢, 自己
pet_5244, 3386, 賺錢, 自己
pet_10866, 3386, 念書, 自己
pet_10773, 3386, 念書, 自己
pet_28, 3386, 念書, 自己
pet_4193, 3386, 打電話, 聯絡感情
pet_10746, 3386, 打電話, 聯絡感情
pet_3479, 3386, 打電話, 聯絡感情
pet_11874, 3389, 贏, 玩遊戲
pet_3479, 3389, 贏, 玩遊戲
pet_10319, 3386, 吃飯, 不要肚子餓
pet_3479, 3386, 吃飯, 不要肚子餓
pet_12731, 3386, 吃飯, 享受美食
pet_12446, 3386, 吃飯, 享受美食
pet_3479, 3386, 吃飯, 享受美食
pet_11513, 3383, 阿宅, 上網
pet_3479, 3383, 阿宅, 上網
pet_7501, 3392, 你, 吃飯
pet_9107, 3392, 你, 吃飯
pet_8505, 3392, 你, 吃飯
pet_6941, 3392, 你, 吃飯
pet_3479, 3392, 你, 吃飯
pet_8492, 3392, 你, 讀書
pet_6941, 3392, 你, 讀書
pet_3479, 3392, 你, 讀書
pet_7345, 3392, 你, 閃光
pet_9650, 3392, 你, 閃光
pet_9244, 3392, 你, 閃光
pet_9650, 3392, 你, 閃光
pet_3479, 3392, 你, 閃光
pet_10888, 3357, 愛情, 悲傷
pet_9545, 3357, 愛情, 悲傷
pet_14101, 3357, 情人, 幸福
pet_10593, 3357, 情人, 幸福
pet_7864, 3380, 錢, 和閃光約會
pet_5242, 3380, 錢, 和閃光約會
pet_7864, 3353, 一個人在家時, 看電視
pet_4474, 3353, 一個人在家時, 看電視
pet_7864, 3353, 一個人在家時, 睡覺
pet_4474, 3353, 一個人在家時, 睡覺
pet_5045, 3389, 上廁所, 剛睡醒
pet_12105, 3387, 追, 女朋友
pet_5045, 3387, 追, 女朋友
pet_13440, 3387, 上班, 錢
pet_13440, 3387, 上班, 錢
pet_12756, 3387, 上班, 錢
pet_13252, 3387, 上班, 錢
pet_11282, 3387, 上班, 錢
pet_12142, 3387, 上班, 錢
pet_8869, 3387, 上班, 錢
pet_12181, 3387, 上班, 錢
pet_11410, 3387, 上班, 錢
pet_11102, 3387, 上班, 錢
pet_10137, 3387, 上班, 錢
pet_10137, 3387, 上班, 錢
pet_9769, 3387, 上班, 錢
pet_5743, 3377, 椅子, 飛機上
pet_5045, 3377, 椅子, 飛機上
pet_11021, 3377, 空姐, 飛機上
pet_7596, 3377, 空姐, 飛機上
pet_5045, 3377, 空姐, 飛機上
pet_5743, 3360, 開罐頭, 拿開罐器
pet_5045, 3360, 開罐頭, 拿開罐器
pet_64, 3353, 心情好, 大叫
pet_6695, 3353, 心情好, 大叫
pet_4755, 3353, 心情好, 大叫
pet_4755, 3388, 找老婆, 吃飯
pet_6258, 3353, 肚子餓, 翻冰箱
pet_4755, 3353, 肚子餓, 翻冰箱
pet_7209, 3353, 肚子餓, 喝東西
pet_4755, 3353, 肚子餓, 喝東西
pet_4755, 3355, 晚上看電視, 睡覺
pet_14009, 3355, 太累, 睡覺
pet_6143, 3355, 太累, 睡覺
pet_4755, 3355, 太累, 睡覺
pet_13721, 3355, 洗澡, 睡覺
pet_5773, 3355, 洗澡, 睡覺
pet_13319, 3355, 洗澡, 睡覺
pet_13352, 3355, 洗澡, 睡覺
pet_13033, 3355, 洗澡, 睡覺
pet_526, 3355, 洗澡, 睡覺
pet_1200, 3355, 洗澡, 睡覺
pet_10891, 3355, 洗澡, 睡覺
pet_5506, 3355, 洗澡, 睡覺
pet_10966, 3355, 洗澡, 睡覺
pet_5372, 3355, 親嘴, 刷牙
pet_2907, 3355, 親嘴, 刷牙
pet_2907, 3391, 收集公仔, 珍藏
pet_5048, 3391, 收集公仔, 炫耀
pet_2907, 3391, 收集公仔, 炫耀
pet_2907, 3393, 鬥球兒彈平, 沒知名度
pet_2907, 3393, 鬥球兒彈平, 沒粉絲
pet_2907, 3393, 鬥球兒彈平, 沒觀眾
pet_2907, 3393, 鬥球兒彈平, 漏接球
pet_2907, 3393, 鬥球兒彈平, 被球K
pet_3871, 3378, 熊貓, 四川
pet_41, 3378, 觀測站, 南極
pet_2907, 3378, 觀測站, 南極
pet_11286, 3378, 海獅, 南極
pet_2907, 3378, 海獅, 南極
pet_11286, 3378, 冰原, 南極
pet_2907, 3378, 冰原, 南極
pet_6463, 3412, 被排擠, 難過
pet_5032, 3412, 被排擠, 難過
pet_7864, 3383, 出生, 哭
pet_3607, 3383, 出生, 哭
pet_8961, 3393, 帥哥, 恐龍
pet_229, 3393, 帥哥, 恐龍
pet_2559, 3393, 帥哥, 恐龍
pet_6074, 3385, 有才華, 聰明
pet_4510, 3385, 有才華, 聰明
pet_4844, 3412, 丟閃電球, 被電到
pet_28, 3415, 情人節, 快樂
pet_4583, 3415, 情人節, 快樂
pet_13578, 3415, 情人節, 親情人
pet_4583, 3415, 情人節, 親情人
pet_12380, 3415, 情人節, 找情人
pet_4583, 3415, 情人節, 找情人
pet_12768, 3387, 早睡早起, 好身體
pet_920, 3356, 無聊, 出去玩
pet_13832, 3356, 無聊, 出去玩
pet_12998, 3356, 無聊, 出去玩
pet_11546, 3356, 無聊, 出去玩
pet_6747, 3356, 無聊, 出去玩
pet_4844, 3356, 無聊, 出去玩
pet_4634, 3387, 努力賺錢, 車子
pet_12609, 3387, 努力賺錢, 車子
pet_11863, 3387, 努力賺錢, 車子
pet_4015, 3356, 洗澡, 脫褲子
pet_4469, 3356, 洗澡, 脫褲子
pet_12946, 3366, 快樂, 好心情
pet_4762, 3366, 快樂, 好心情
pet_5459, 3366, 快樂, 心
pet_4762, 3366, 快樂, 心
pet_12682, 3355, 吃飯, 打電腦
pet_4083, 3355, 吃飯, 打電腦
pet_7864, 3378, 雞, chicken板
pet_3913, 3378, 雞, chicken板
pet_12486, 3358, 抽煙, 癌症
pet_10593, 3358, 抽煙, 癌症
pet_7367, 3358, 抽煙, 癌症
pet_10922, 3355, 天氣冷, 蓋被子
pet_5228, 3355, 天氣冷, 蓋被子
pet_11884, 3388, 聽新聞, 聽廣播
pet_4938, 3388, 聽新聞, 聽廣播
pet_11884, 3388, 聽英文, 聽廣播
pet_4938, 3388, 聽英文, 聽廣播
pet_11852, 3388, 唱歌, 聽廣播
pet_4938, 3388, 唱歌, 聽廣播
pet_12939, 3356, 愛, 關心
pet_11988, 3356, 愛, 關心
pet_11646, 3356, 愛, 關心
pet_7051, 3356, 愛, 關心
pet_4812, 3356, 愛, 關心
pet_4261, 3356, 愛, 關心
pet_10669, 3356, 愛, 體諒
pet_8257, 3356, 愛, 體諒
pet_12187, 3378, 警衛, 總統府
pet_7179, 3378, 警衛, 總統府
pet_7179, 3378, 秘書, 總統府
pet_10912, 3378, 副總統, 總統府
pet_7179, 3378, 副總統, 總統府
pet_7179, 3378, 副總統, 總統府
pet_9632, 3378, 副總統, 總統府
pet_8221, 3378, 嘔吐物, 馬桶
pet_5199, 3378, 嘔吐物, 馬桶
pet_12479, 3378, 大便, 馬桶
pet_9805, 3378, 大便, 馬桶
pet_9769, 3378, 大便, 馬桶
pet_8591, 3378, 大便, 馬桶
