pet_2401, 3377, 鳥, 天空
pet_9632, 3380, 碗, 吃飯
pet_9781, 3380, 碗, 吃飯
pet_9855, 3380, 碗, 吃飯
pet_5634, 3380, 碗, 吃飯
pet_9585, 3380, 碗, 吃飯
pet_9436, 3380, 碗, 吃飯
pet_8292, 3380, 碗, 吃飯
pet_7501, 3380, 碗, 吃飯
pet_229, 3380, 碗, 吃飯
pet_5252, 3380, 碗, 吃飯
pet_9061, 3380, 碗, 吃飯
pet_8145, 3380, 碗, 吃飯
pet_8796, 3380, 碗, 吃飯
pet_8474, 3380, 碗, 吃飯
pet_8187, 3380, 碗, 吃飯
pet_7828, 3380, 碗, 吃飯
pet_2840, 3380, 碗, 吃飯
pet_4783, 3380, 碗, 吃飯
pet_7427, 3380, 碗, 吃飯
pet_6710, 3380, 碗, 吃飯
pet_6618, 3380, 碗, 吃飯
pet_5846, 3380, 碗, 吃飯
pet_6134, 3380, 碗, 吃飯
pet_6325, 3380, 碗, 吃飯
pet_176, 3380, 碗, 吃飯
pet_11194, 3389, 大叫, 發瘋
pet_5540, 3389, 大叫, 發瘋
pet_9457, 3389, 睡覺, 發瘋
pet_5540, 3389, 睡覺, 發瘋
pet_586, 3389, 睡覺, 發瘋
pet_11698, 3388, 睡著, 聽音樂
pet_2395, 3388, 睡著, 聽音樂
pet_4107, 3388, 睡著, 聽音樂
pet_586, 3388, 睡著, 聽音樂
pet_11305, 3388, 跟著唱, 聽音樂
pet_586, 3388, 跟著唱, 聽音樂
pet_12329, 3388, 開電腦, 聽音樂
pet_12510, 3388, 開電腦, 聽音樂
pet_12627, 3388, 開電腦, 聽音樂
pet_12262, 3388, 開電腦, 聽音樂
pet_9290, 3388, 開電腦, 聽音樂
pet_8347, 3388, 開電腦, 聽音樂
pet_1765, 3388, 開電腦, 聽音樂
pet_7482, 3388, 開電腦, 聽音樂
pet_6794, 3388, 開電腦, 聽音樂
pet_6126, 3388, 開電腦, 聽音樂
pet_5681, 3388, 開電腦, 聽音樂
pet_4099, 3388, 開電腦, 聽音樂
pet_5372, 3388, 開電腦, 聽音樂
pet_41, 3388, 開電腦, 聽音樂
pet_3481, 3388, 開電腦, 聽音樂
pet_586, 3388, 開電腦, 聽音樂
pet_1447, 3388, 開電腦, 聽音樂
pet_12830, 3389, 摔東西, 生氣
pet_11032, 3389, 摔東西, 生氣
pet_338, 3389, 摔東西, 生氣
pet_5199, 3389, 摔東西, 生氣
pet_819, 3389, 摔東西, 生氣
pet_5088, 3389, 摔東西, 生氣
pet_2907, 3389, 摔東西, 生氣
pet_325, 3389, 摔東西, 生氣
pet_6164, 3389, 罵髒話, 生氣
pet_12135, 3389, 罵髒話, 生氣
pet_10977, 3389, 罵髒話, 生氣
pet_7482, 3389, 罵髒話, 生氣
pet_11981, 3370, 美女, 優勢
pet_325, 3370, 美女, 優勢
pet_11140, 3370, 美女, 病
pet_325, 3370, 美女, 病
pet_508, 3387, 鴨, 雞
pet_32, 3387, 鴨, 雞
pet_12756, 3385, 唱歌, 心情不好
pet_12889, 3385, 唱歌, 心情不好
pet_11170, 3385, 唱歌, 心情不好
pet_586, 3385, 唱歌, 心情不好
pet_9071, 3371, 長椅, 公園
pet_18, 3371, 長椅, 公園
pet_3223, 3371, 小鳥, 公園
pet_18, 3371, 小鳥, 公園
pet_12599, 3371, 爺爺, 公園
pet_18, 3371, 爺爺, 公園
pet_9364, 3356, 運動, 累
pet_7395, 3356, 運動, 累
pet_4370, 3356, 運動, 累
pet_3651, 3356, 運動, 累
pet_8306, 3356, 失眠, 累
pet_32, 3356, 失眠, 累
pet_10832, 3360, 賺錢, 工作
pet_588, 3360, 賺錢, 工作
pet_4668, 3370, 工作, 認真
pet_39, 3370, 工作, 認真
pet_12114, 3384, 電話, 響
pet_12203, 3384, 電話, 響
pet_245, 3384, 電話, 響
pet_6237, 3384, 電話, 響
pet_11683, 3384, 電話, 響
pet_11876, 3384, 電話, 響
pet_11509, 3384, 電話, 響
pet_11212, 3384, 電話, 響
pet_10546, 3384, 電話, 響
pet_11269, 3384, 電話, 響
pet_11335, 3384, 電話, 響
pet_12035, 3356, 睡覺, 不累
pet_9781, 3356, 睡覺, 不累
pet_7010, 3356, 睡覺, 不累
pet_588, 3356, 睡覺, 不累
pet_4998, 3356, 睡覺, 早起
pet_588, 3356, 睡覺, 早起
pet_6794, 3370, 玩樂, 快樂
pet_514, 3370, 玩樂, 快樂
pet_1197, 3370, 玩樂, 快樂
pet_12479, 3393, 小孩, 狗
pet_13591, 3393, 小孩, 狗
pet_12230, 3393, 小孩, 狗
pet_11221, 3393, 小孩, 狗
pet_11193, 3393, 小孩, 狗
pet_7402, 3393, 小孩, 狗
pet_6517, 3393, 小孩, 狗
pet_7220, 3393, 小孩, 狗
pet_2566, 3370, 政客, 垃圾
pet_139, 3370, 政客, 垃圾
pet_13208, 3384, 手機, 響
pet_13101, 3384, 手機, 響
pet_13387, 3384, 手機, 響
pet_12381, 3384, 手機, 響
pet_12573, 3384, 手機, 響
pet_13090, 3384, 手機, 響
pet_12756, 3384, 手機, 響
pet_12583, 3384, 手機, 響
pet_7259, 3384, 手機, 響
pet_11453, 3384, 手機, 響
pet_12418, 3384, 手機, 響
pet_11753, 3384, 手機, 響
pet_10922, 3384, 手機, 響
pet_11750, 3384, 手機, 響
pet_11480, 3384, 手機, 響
pet_11675, 3384, 手機, 響
pet_11212, 3384, 手機, 響
pet_11335, 3384, 手機, 響
pet_10546, 3384, 手機, 響
pet_11079, 3384, 手機, 響
pet_9257, 3384, 手機, 響
pet_11086, 3384, 手機, 響
pet_6493, 3384, 手機, 響
pet_10343, 3384, 手機, 響
pet_9168, 3384, 手機, 響
pet_10022, 3384, 手機, 響
pet_9488, 3384, 手機, 響
pet_9333, 3384, 手機, 響
pet_8670, 3384, 手機, 響
pet_9303, 3384, 手機, 響
pet_9213, 3384, 手機, 響
pet_8347, 3384, 手機, 響
pet_7234, 3384, 手機, 響
pet_7845, 3384, 手機, 響
pet_7758, 3384, 手機, 響
pet_8449, 3384, 手機, 響
pet_7259, 3384, 手機, 照相
pet_2580, 3357, 生病, 心情不好
pet_449, 3357, 生病, 心情不好
pet_12374, 3415, 夏天, 吃冰
pet_11453, 3384, 手機, 照相
pet_10922, 3384, 手機, 照相
pet_10961, 3384, 手機, 照相
pet_11127, 3384, 手機, 打電話
pet_7234, 3384, 手機, 打電話
pet_7845, 3384, 手機, 打電話
pet_6664, 3357, 被拒絕, 失望
pet_202, 3357, 被拒絕, 失望
pet_6097, 3356, 決定, 實行
pet_260, 3356, 決定, 實行
pet_3751, 3415, 冬天, 冬眠
pet_449, 3415, 冬天, 冬眠
pet_449, 3415, 冬天, 變胖
pet_151, 3415, 冬天, 變胖
pet_5264, 3415, 夏天, 吃冰
pet_18, 3415, 夏天, 吃冰
pet_594, 3415, 夏天, 吃冰
pet_594, 3415, 夏天, 衝浪
pet_3532, 3393, 好人, 正妹
pet_594, 3393, 好人, 正妹
pet_827, 3393, 好人, 正妹
pet_482, 3393, 好人, 正妹
pet_48, 3393, 好人, 正妹
pet_5863, 3412, 開心, 手舞足蹈
pet_7210, 3354, 害羞, 不好意思
pet_595, 3354, 害羞, 不好意思
pet_5047, 3395, 每個人, 老闆
pet_302, 3395, 每個人, 老闆
pet_12573, 3384, 小雞, 咕咕叫
pet_11262, 3384, 小雞, 咕咕叫
pet_10184, 3384, 小雞, 咕咕叫
pet_3481, 3384, 小雞, 咕咕叫
pet_596, 3384, 小雞, 咕咕叫
pet_13440, 3356, 很累, 想睡
pet_5240, 3356, 很累, 想睡
pet_7636, 3356, 上課, 想睡
pet_5264, 3356, 上課, 想睡
pet_165, 3356, 上課, 想睡
pet_8545, 3412, 肚子餓, 吃泡麵
pet_10936, 3412, 肚子餓, 吃泡麵
pet_11171, 3412, 肚子餓, 吃泡麵
pet_13238, 3412, 肚子餓, 心情不好
pet_216, 3412, 肚子餓, 心情不好
pet_13200, 3360, 吃藥, 喝水
pet_6352, 3360, 吃藥, 喝水
pet_3226, 3360, 吃藥, 喝水
pet_140, 3360, 吃藥, 喝水
pet_11562, 3354, 考試, 變聰明
pet_466, 3354, 考試, 變聰明
pet_12955, 3412, 地震, 跑出去
pet_11863, 3412, 地震, 跑出去
pet_11486, 3412, 地震, 跑出去
pet_229, 3412, 地震, 跑出去
pet_10386, 3412, 地震, 跑出去
pet_4634, 3412, 地震, 跑出去
pet_600, 3412, 地震, 到空曠地
pet_8713, 3354, 失去, 難過
pet_11193, 3354, 失去, 難過
pet_5634, 3354, 失去, 難過
pet_476, 3354, 失去, 難過
pet_2149, 3354, 失去, 難過
pet_7880, 3377, 小姐, 酒店
pet_84, 3377, 小姐, 酒店
pet_12537, 3360, 上班, 打卡
pet_4312, 3360, 上班, 打卡
pet_8545, 3360, 上班, 打卡
pet_11140, 3360, 上班, 打卡
pet_75, 3360, 上班, 吃早餐
pet_2119, 3360, 上班, 吃早餐
pet_12203, 3384, 電燈, 發熱
pet_12354, 3384, 電燈, 發熱
pet_11809, 3384, 電燈, 發熱
pet_12510, 3384, 電燈, 照明
pet_12354, 3384, 電燈, 照明
pet_12548, 3384, 電燈, 照明
pet_7758, 3384, 電燈, 照明
pet_13200, 3360, 肚子餓, 吃飯
pet_248, 3360, 肚子餓, 吃飯
pet_11726, 3360, 肚子餓, 吃飯
pet_11064, 3360, 肚子餓, 吃飯
pet_6163, 3360, 肚子餓, 吃飯
pet_7997, 3360, 肚子餓, 吃飯
pet_8121, 3360, 肚子餓, 吃飯
pet_7010, 3360, 肚子餓, 吃飯
pet_4155, 3360, 肚子餓, 吃飯
pet_6508, 3360, 肚子餓, 吃飯
pet_5686, 3360, 肚子餓, 吃飯
pet_480, 3355, 喝醉, 一夜情
pet_1353, 3355, 喝醉, 一夜情
pet_10492, 3353, 心情不好, 大哭
pet_8928, 3353, 心情不好, 大哭
pet_5474, 3353, 心情不好, 大哭
pet_5548, 3353, 心情不好, 大哭
pet_18, 3353, 心情不好, 大哭
pet_9257, 3353, 心情不好, 吃
pet_4633, 3353, 心情不好, 罵人
pet_18, 3353, 心情不好, 罵人
pet_11945, 3389, 脫鞋子, 淹水
pet_490, 3354, 吃藥, 很high
pet_37, 3354, 搬重物, 閃到腰
pet_201, 3354, 搬重物, 閃到腰
pet_13653, 3377, 球, 球場
pet_10353, 3377, 球, 球場
pet_9738, 3377, 球, 球場
pet_7402, 3377, 球, 球場
pet_5165, 3377, 球, 球場
pet_37, 3377, 球, 球場
pet_908, 3377, 球, 球場
pet_13653, 3377, 球員, 球場
pet_10353, 3377, 球員, 球場
pet_37, 3377, 球員, 球場
pet_10353, 3377, 教練, 球場
pet_37, 3377, 教練, 球場
pet_37, 3377, 籃框, 球場
pet_908, 3377, 籃框, 球場
pet_13033, 3354, 睡覺, 開心
pet_12435, 3354, 睡覺, 開心
pet_12267, 3354, 睡覺, 開心
pet_11059, 3354, 睡覺, 開心
pet_11505, 3354, 睡覺, 開心
pet_11328, 3354, 睡覺, 開心
pet_11262, 3354, 睡覺, 開心
pet_11316, 3354, 睡覺, 開心
pet_6464, 3354, 睡覺, 開心
pet_10832, 3354, 睡覺, 開心
pet_3686, 3354, 睡覺, 開心
pet_10488, 3354, 睡覺, 開心
pet_7501, 3354, 睡覺, 開心
pet_10066, 3354, 睡覺, 開心
pet_229, 3354, 睡覺, 開心
pet_9374, 3354, 睡覺, 開心
pet_9364, 3354, 睡覺, 開心
pet_8987, 3354, 睡覺, 開心
pet_8592, 3354, 睡覺, 開心
pet_8517, 3354, 睡覺, 開心
pet_8332, 3354, 睡覺, 開心
pet_6114, 3354, 睡覺, 開心
pet_6655, 3354, 睡覺, 開心
pet_6961, 3354, 睡覺, 開心
pet_8322, 3355, 肚子痛, 上完廁所
pet_37, 3355, 肚子痛, 上完廁所
pet_12787, 3389, 吃東西, 嘴饞
pet_7752, 3389, 吃東西, 嘴饞
pet_11061, 3389, 吃東西, 嘴饞
pet_8334, 3389, 吃東西, 嘴饞
pet_551, 3389, 吃東西, 嘴饞
pet_3481, 3389, 吃東西, 嘴饞
pet_567, 3389, 吃東西, 嘴饞
pet_1580, 3389, 吃東西, 嘴饞
pet_11839, 3389, 翻桌, 生氣
pet_9257, 3389, 翻桌, 生氣
pet_9079, 3389, 翻桌, 生氣
pet_7788, 3389, 翻桌, 生氣
pet_6145, 3389, 翻桌, 生氣
pet_12224, 3389, 踹人, 生氣
pet_2973, 3389, 踹人, 生氣
pet_480, 3389, 踹人, 生氣
pet_8758, 3389, 讀書, 睡前
pet_480, 3389, 讀書, 睡前
pet_10673, 3389, 讀書, 無聊
pet_10890, 3389, 讀書, 無聊
pet_8694, 3389, 讀書, 無聊
pet_7706, 3389, 讀書, 無聊
pet_5264, 3389, 讀書, 無聊
pet_2830, 3389, 讀書, 無聊
pet_5688, 3389, 讀書, 無聊
pet_13822, 3389, 讀書, 考試前
pet_12513, 3389, 讀書, 考試前
pet_12486, 3389, 讀書, 考試前
pet_11696, 3409, 白色, 單純
pet_11915, 3409, 橘色, 橘子
pet_11725, 3409, 橘色, 橘子
pet_11193, 3409, 橘色, 橘子
pet_9277, 3409, 橘色, 橘子
pet_6464, 3409, 橘色, 橘子
pet_4230, 3409, 橘色, 橘子
pet_3654, 3355, 吃壞肚子, 上廁所
pet_443, 3355, 吃壞肚子, 上廁所
pet_1580, 3355, 吃壞肚子, 上廁所
pet_10756, 3380, 手指, 挖鼻屎
pet_5863, 3380, 手指, 挖鼻屎
pet_443, 3380, 手指, 挖鼻屎
pet_7017, 3380, 小黃瓜, 丟人
pet_606, 3380, 小黃瓜, 丟人
pet_7232, 3354, 受傷, 該該叫
pet_305, 3354, 受傷, 該該叫
pet_7017, 3380, 小黃瓜, 煮飯
pet_594, 3380, 小黃瓜, 煮飯
pet_5071, 3360, 小便, 關門
pet_327, 3360, 小便, 關門
pet_12382, 3385, 快樂, 笑
pet_2695, 3385, 快樂, 笑
pet_13676, 3385, 開心, 笑
pet_12382, 3385, 開心, 笑
pet_10276, 3385, 開心, 笑
pet_609, 3385, 開心, 笑
pet_7973, 3385, 拍手, 開心
pet_610, 3385, 拍手, 開心
pet_380, 3385, 拍手, 開心
pet_13626, 3385, 大笑, 開心
pet_11915, 3385, 大笑, 開心
pet_13058, 3385, 大笑, 開心
pet_11710, 3385, 大笑, 開心
pet_283, 3385, 大笑, 開心
pet_11463, 3385, 大笑, 開心
pet_10132, 3385, 大笑, 開心
pet_11001, 3385, 大笑, 開心
pet_4762, 3385, 大笑, 開心
pet_6579, 3385, 大笑, 開心
pet_6126, 3385, 大笑, 開心
pet_6276, 3385, 大笑, 開心
pet_13252, 3387, 上進, 錢
pet_11414, 3387, 上進, 錢
pet_11286, 3387, 上進, 錢
pet_2395, 3387, 上進, 錢
pet_7006, 3387, 上進, 錢
pet_440, 3387, 上進, 錢
pet_332, 3387, 上進, 錢
pet_9015, 3387, 搶劫, 錢
pet_9781, 3387, 搶劫, 錢
pet_8748, 3387, 搶劫, 錢
pet_8257, 3387, 搶劫, 錢
pet_7059, 3387, 搶劫, 錢
pet_7497, 3387, 搶劫, 錢
pet_7482, 3387, 搶劫, 錢
pet_5215, 3387, 搶劫, 錢
pet_5045, 3387, 搶劫, 錢
pet_4576, 3387, 搶劫, 錢
pet_5361, 3387, 用功讀書, 錢
pet_11399, 3387, 用功讀書, 錢
pet_10867, 3387, 用功讀書, 錢
pet_440, 3387, 用功讀書, 錢
pet_610, 3378, 毒奶, 雀巢三合一
pet_5734, 3387, 幫助別人, 開心
pet_610, 3387, 幫助別人, 開心
pet_12513, 3356, 累了, 想睡覺
pet_12465, 3356, 累了, 想睡覺
pet_11915, 3356, 累了, 想睡覺
pet_11696, 3356, 累了, 想睡覺
pet_11491, 3356, 累了, 想睡覺
pet_6695, 3356, 累了, 想睡覺
pet_10469, 3356, 累了, 想睡覺
pet_8317, 3356, 累了, 想睡覺
pet_7228, 3356, 累了, 想睡覺
pet_5125, 3356, 累了, 想睡覺
pet_610, 3356, 累了, 想睡覺
pet_1111, 3356, 累了, 想睡覺
pet_2371, 3356, 累了, 想睡覺
pet_11491, 3356, 熬夜, 想睡覺
pet_9501, 3356, 熬夜, 想睡覺
pet_6666, 3356, 熬夜, 想睡覺
pet_259, 3356, 熬夜, 想睡覺
pet_4867, 3356, 熬夜, 想睡覺
pet_5410, 3356, 熬夜, 想睡覺
pet_5337, 3356, 熬夜, 想睡覺
pet_12972, 3370, 芭樂, 水果
pet_7338, 3370, 芭樂, 水果
pet_6965, 3370, 芭樂, 水果
pet_7006, 3370, 芭樂, 水果
pet_10023, 3387, 健身, 肌肉
pet_2087, 3387, 健身, 肌肉
pet_4155, 3393, 螞蟻, 螞蟻藥
pet_609, 3393, 螞蟻, 螞蟻藥
pet_11151, 3393, 螞蟻, 火
pet_609, 3393, 螞蟻, 火
pet_12336, 3393, 螞蟻, 沒有食物
pet_609, 3393, 螞蟻, 沒有食物
pet_13038, 3370, 椅子, 日常用品
pet_7845, 3370, 椅子, 日常用品
pet_610, 3370, 椅子, 日常用品
pet_3298, 3356, 悲傷, 哭哭
pet_606, 3356, 悲傷, 哭哭
pet_12459, 3393, 鄉民, 板主
pet_611, 3393, 鄉民, 板主
pet_12895, 3370, 電視, 機器
pet_11721, 3370, 電視, 機器
pet_3087, 3370, 電視, 機器
pet_1746, 3370, 電視, 機器
pet_3941, 3370, 電視, 機器
pet_5058, 3370, 電視, 機器
pet_2690, 3370, 電視, 機器
pet_13290, 3357, 努力, 財富
pet_11147, 3357, 努力, 財富
pet_11284, 3357, 努力, 財富
pet_4478, 3357, 努力, 財富
pet_5364, 3357, 努力, 財富
pet_80, 3357, 努力, 財富
pet_5084, 3357, 努力, 財富
pet_7017, 3357, 七龍珠, 災難
pet_337, 3357, 七龍珠, 災難
pet_4403, 3357, 七龍珠, 神龍
pet_7017, 3357, 七龍珠, 神龍
pet_6880, 3357, 七龍珠, 神龍
pet_12565, 3370, 西瓜, 水果
pet_12877, 3370, 西瓜, 水果
pet_11480, 3370, 西瓜, 水果
pet_1660, 3370, 西瓜, 水果
pet_2779, 3370, 西瓜, 水果
pet_146, 3370, 西瓜, 水果
pet_611, 3370, 西瓜, 水果
pet_11915, 3357, 跳舞, 快樂
pet_11477, 3357, 跳舞, 快樂
pet_9779, 3357, 跳舞, 快樂
pet_10937, 3357, 跳舞, 快樂
pet_10832, 3357, 跳舞, 快樂
pet_7482, 3357, 跳舞, 快樂
pet_5096, 3357, 跳舞, 快樂
pet_971, 3357, 美食, 快樂
pet_606, 3357, 美食, 快樂
pet_7895, 3357, 戀愛, 快樂
pet_11074, 3357, 戀愛, 快樂
pet_971, 3357, 戀愛, 快樂
pet_6143, 3357, 戀愛, 快樂
pet_6493, 3357, 戀愛, 快樂
pet_386, 3357, 成功, 快樂
pet_7895, 3357, 成功, 快樂
pet_11269, 3357, 成功, 快樂
pet_9266, 3357, 成功, 快樂
pet_8486, 3357, 成功, 快樂
pet_5374, 3357, 成功, 快樂
pet_5771, 3357, 成功, 快樂
pet_6493, 3370, 牛奶, 飲料
pet_6121, 3370, 牛奶, 飲料
pet_7027, 3370, 牛奶, 飲料
pet_2496, 3370, 牛奶, 飲料
pet_8758, 3370, 牛奶, 食材
pet_611, 3370, 牛奶, 食材
pet_10530, 3370, 床, 家具
pet_13591, 3370, 床, 家具
pet_12416, 3370, 床, 家具
pet_12155, 3370, 床, 家具
pet_11392, 3370, 床, 家具
pet_11760, 3370, 床, 家具
pet_11502, 3370, 床, 家具
pet_13591, 3370, 床, 休息的地方
pet_611, 3370, 床, 休息的地方
pet_611, 3404, 身體好, 大便
pet_234, 3404, 身體好, 大便
pet_425, 3388, 打羽球, 運動
pet_6240, 3388, 打羽球, 運動
pet_606, 3388, 打羽球, 運動
pet_11314, 3404, 肚子餓了, 吃飯
pet_6272, 3404, 肚子餓了, 吃飯
pet_4434, 3404, 肚子餓了, 吃飯
pet_425, 3375, 垃圾, 拖鞋
pet_305, 3375, 垃圾, 拖鞋
pet_9718, 3404, 約會, 看電影
pet_9168, 3404, 約會, 看電影
pet_7006, 3404, 約會, 看電影
pet_305, 3404, 約會, 看電影
pet_6083, 3389, 燒香, 拜拜
pet_613, 3389, 燒香, 拜拜
pet_502, 3412, 再見, 笑著揮揮手
pet_11108, 3388, 跳舞, 去夜店
pet_312, 3388, 跳舞, 去夜店
pet_11562, 3354, 看電視, 開心
pet_13387, 3354, 看電視, 開心
pet_11696, 3354, 看電視, 開心
pet_13247, 3354, 看電視, 開心
pet_13200, 3354, 看電視, 開心
pet_13128, 3354, 看電視, 開心
pet_12954, 3354, 看電視, 開心
pet_12848, 3354, 看電視, 開心
pet_12435, 3354, 看電視, 開心
pet_12591, 3354, 看電視, 開心
pet_12105, 3354, 看電視, 開心
pet_12138, 3354, 看電視, 開心
pet_11609, 3354, 看電視, 開心
pet_12039, 3354, 看電視, 開心
pet_11262, 3354, 看電視, 開心
pet_9282, 3354, 看電視, 開心
pet_10922, 3354, 看電視, 開心
pet_10937, 3354, 看電視, 開心
pet_11009, 3354, 看電視, 開心
pet_9364, 3354, 看電視, 開心
pet_8327, 3354, 看電視, 開心
pet_8332, 3354, 看電視, 開心
pet_8341, 3354, 看電視, 開心
pet_5703, 3354, 看電視, 開心
pet_864, 3354, 看電視, 開心
pet_6923, 3354, 看電視, 開心
pet_9, 3354, 看電視, 開心
pet_5090, 3354, 看電視, 開心
pet_5148, 3354, 看電視, 開心
pet_2292, 3354, 看電視, 開心
pet_2760, 3354, 看電視, 開心
pet_2811, 3354, 看電視, 開心
pet_11462, 3395, 阿扁, 被關
pet_616, 3395, 阿扁, 被關
pet_13597, 3354, 被打, 流淚
pet_7501, 3354, 被打, 流淚
pet_10031, 3354, 被打, 流淚
pet_261, 3354, 被打, 流淚
pet_261, 3354, 切洋蔥, 流淚
pet_3434, 3354, 失戀, 失望
pet_3021, 3387, 抱抱, 睡覺
pet_131, 3387, 抱抱, 睡覺
pet_6014, 3386, 殺人, 把郎西美料
pet_7300, 3366, 衣服, 貂皮
pet_200, 3366, 衣服, 貂皮
pet_151, 3391, 寵物, 吃飯飯
pet_1541, 3366, 褲子, 布
pet_10890, 3366, 褲子, 布
pet_10180, 3366, 褲子, 布
pet_6888, 3366, 褲子, 布
pet_139, 3366, 褲子, 布
pet_84, 3375, 情人, 電視
pet_586, 3375, 情人, 電視
pet_10197, 3366, 保特瓶, 塑膠
pet_11911, 3366, 保特瓶, 塑膠
pet_11150, 3366, 保特瓶, 塑膠
pet_12134, 3391, 情人, 親親
pet_11079, 3391, 情人, 親親
pet_12134, 3391, 情人, 抱抱
pet_9781, 3391, 情人, 抱抱
pet_508, 3391, 情人, 抱抱
pet_12380, 3391, 老闆, 賺錢
pet_12338, 3391, 老闆, 賺錢
pet_12518, 3391, 老闆, 賺錢
pet_41, 3391, 老闆, 賺錢
pet_4238, 3391, 老闆, 賺錢
pet_9071, 3391, 老闆, 賺錢
pet_10901, 3391, 老闆, 賺錢
pet_10132, 3391, 老闆, 賺錢
pet_2695, 3391, 老闆, 賺錢
pet_6014, 3371, 鈔票, 錢包
pet_396, 3371, 鈔票, 錢包
pet_1504, 3371, 鈔票, 錢包
pet_12840, 3384, 小狗, 撒嬌
pet_6164, 3384, 小狗, 撒嬌
pet_12510, 3384, 小狗, 撒嬌
pet_139, 3384, 小狗, 撒嬌
pet_7845, 3384, 小狗, 撒嬌
pet_5532, 3384, 小狗, 撒嬌
pet_5044, 3384, 小狗, 撒嬌
pet_2741, 3384, 小狗, 撒嬌
pet_2690, 3384, 小狗, 撒嬌
pet_1934, 3384, 小狗, 撒嬌
pet_10941, 3391, 主人, 錢
pet_9605, 3391, 主人, 中樂透
pet_4511, 3391, 主人, 中樂透
pet_380, 3391, 主人, 中樂透
pet_380, 3380, 火, 煮麵
pet_1197, 3380, 火, 煮麵
pet_380, 3380, 麵, 煮麵
pet_1197, 3380, 麵, 煮麵
pet_6794, 3384, 傷口, 痛
pet_5651, 3384, 傷口, 痛
pet_329, 3384, 傷口, 痛
pet_8486, 3380, 寵物, 寂寞
pet_5512, 3380, 寵物, 寂寞
pet_329, 3380, 寵物, 寂寞
pet_11405, 3380, 寵物, 無聊
pet_11559, 3380, 寵物, 無聊
pet_6286, 3380, 寵物, 無聊
pet_10742, 3353, 讀書, 考好成績
pet_1731, 3409, 吃藥, 生病
pet_12733, 3409, 吃藥, 生病
pet_3362, 3409, 吃藥, 生病
pet_329, 3409, 吃藥, 生病
pet_586, 3384, 兔子, 跳
pet_11284, 3393, 壞人, 警察
pet_13225, 3393, 壞人, 警察
pet_12129, 3393, 壞人, 警察
pet_10936, 3393, 壞人, 警察
pet_8683, 3393, 壞人, 警察
pet_11624, 3393, 壞人, 警察
pet_11001, 3393, 壞人, 警察
pet_10764, 3393, 壞人, 警察
pet_10553, 3393, 壞人, 警察
pet_8758, 3393, 壞人, 警察
pet_7771, 3393, 壞人, 警察
pet_7546, 3393, 壞人, 警察
pet_5097, 3393, 壞人, 警察
pet_4823, 3393, 壞人, 警察
pet_10742, 3353, 難過, 躲起來
pet_5025, 3353, 難過, 躲起來
pet_12895, 3395, 小偷, 警察
pet_9632, 3395, 小偷, 警察
pet_6869, 3395, 小偷, 警察
pet_6288, 3395, 小偷, 警察
pet_3004, 3395, 小偷, 警察
pet_13069, 3395, 罪犯, 警察
pet_139, 3395, 罪犯, 警察
pet_12124, 3380, 男朋友, 逛街
pet_11194, 3380, 男朋友, 逛街
pet_2542, 3380, 男朋友, 逛街
pet_1200, 3380, 男朋友, 逛街
pet_7199, 3380, 男朋友, 逛街
pet_2777, 3380, 男朋友, 逛街
pet_4370, 3380, 男朋友, 逛街
pet_11997, 3370, 人類, 動物
pet_263, 3393, 壞人, 警察
pet_9578, 3370, 人類, 動物
pet_9566, 3370, 人類, 動物
pet_5271, 3370, 人類, 動物
pet_12363, 3357, 吵架, 分手
pet_12062, 3357, 吵架, 分手
pet_229, 3357, 吵架, 分手
pet_460, 3357, 吵架, 分手
pet_620, 3387, 身體力行, 女朋友
pet_1197, 3387, 身體力行, 女朋友
pet_2684, 3387, 身體力行, 錢
pet_620, 3387, 身體力行, 錢
pet_13204, 3378, 黑板, 學校
pet_8998, 3378, 黑板, 學校
pet_11513, 3378, 黑板, 學校
pet_10936, 3378, 黑板, 學校
pet_10908, 3378, 黑板, 學校
pet_10685, 3378, 黑板, 學校
pet_6936, 3378, 黑板, 學校
pet_7066, 3378, 黑板, 學校
pet_5044, 3378, 黑板, 學校
pet_2531, 3378, 黑板, 學校
pet_4498, 3378, 黑板, 學校
pet_483, 3378, 黑板, 學校
pet_229, 3357, 分手, 離開
pet_483, 3357, 分手, 離開
pet_229, 3357, 畢業, 離開
pet_483, 3357, 畢業, 離開
pet_6083, 3366, 樂透, 錢
pet_483, 3366, 樂透, 錢
pet_11631, 3389, 睡覺, 想睡
pet_12565, 3389, 睡覺, 想睡
pet_12363, 3389, 睡覺, 想睡
pet_9632, 3389, 睡覺, 想睡
pet_10319, 3389, 睡覺, 想睡
pet_9257, 3389, 睡覺, 想睡
pet_6240, 3380, 浣腸, 便秘
pet_380, 3380, 浣腸, 便秘
pet_2036, 3366, 房間, 水泥
pet_7266, 3366, 房間, 水泥
pet_2036, 3366, 房間, 鋼筋
pet_7266, 3366, 房間, 鋼筋
pet_9578, 3393, 貓, 車
pet_5796, 3393, 貓, 車
pet_12946, 3393, 貓, 洗澡
pet_12878, 3393, 貓, 洗澡
pet_10185, 3393, 貓, 洗澡
pet_10234, 3393, 貓, 洗澡
pet_4578, 3393, 貓, 洗澡
pet_380, 3393, 貓, 洗澡
pet_7637, 3392, 人, 否定
pet_256, 3392, 人, 否定
pet_7637, 3380, 陳水扁, 貪污
