pet_6164, 3366, 龜頭, 烏龜
pet_287, 3370, 心痛, 病
pet_287, 3370, 心痛, 症狀
pet_287, 3370, 心痛, 感覺
pet_287, 3370, 心痛, 壓力
pet_41, 3356, 運動, 走路
pet_167, 3356, 減肥, 走路
pet_167, 3356, 幫助消化, 走路
pet_96, 3370, 失戀, 可憐的事情
pet_15760, 3393, 老公, 老婆
pet_15188, 3393, 老公, 老婆
pet_381, 3384, 汽車, 前進
pet_381, 3384, 汽車, 後退
pet_381, 3391, 主人, 變瘦
pet_381, 3391, 主人, 有人愛
pet_514, 3370, 迷戀, 單戀
pet_514, 3370, 迷戀, 戀愛
pet_514, 3370, 迷戀, 癡情
pet_514, 3370, 迷戀, 蠢
pet_381, 3370, 迷戀, 幸福
pet_167, 3370, 失戀, 傷
pet_167, 3370, 失戀, 恨
pet_167, 3370, 失戀, 結束
pet_312, 3370, 戀愛, 罪
pet_514, 3356, 是學生, 讀書
pet_514, 3356, 是學生, 玩
pet_514, 3356, 是學生, 升學
pet_514, 3356, 是學生, 考試
pet_514, 3356, 是學生, 努力
pet_15417, 3388, 看電視, 拿遙控器
pet_84, 3388, 選台, 拿遙控器
pet_84, 3388, 看電影, 拿遙控器
pet_514, 3356, 要念書, 補眠
pet_514, 3356, 要念書, 買筆
pet_514, 3356, 要念書, 買書
pet_514, 3356, 要念書, 買橡皮擦
pet_514, 3356, 要念書, 買紙
pet_239, 3355, 懷孕, 害喜
pet_239, 3355, 懷孕, 被祝福
pet_239, 3355, 懷孕, 憂鬱
pet_239, 3355, 懷孕, 幸福
pet_515, 3356, 愛, 所以愛
pet_167, 3370, 幸福, 愛的傳達
pet_15665, 3356, 愛, 抱抱
pet_7482, 3356, 愛, 抱抱
pet_15665, 3356, 愛, 在一起
pet_21, 3355, 拉屎, 沖馬桶
pet_167, 3370, 教授, 老師
pet_167, 3370, 教授, 學者
pet_167, 3370, 教授, 唸過書的
pet_84, 3353, 打屁, 講廢話
pet_84, 3353, 打屁, 打開話匣子
pet_6429, 3353, 樂透, 中獎
pet_84, 3353, 樂透, 選號碼
pet_84, 3353, 樂透, 看開獎
pet_84, 3353, 樂透, 買房子
pet_409, 3353, 開門, 看到信
pet_409, 3353, 開門, 出門
pet_409, 3353, 開門, 穿鞋
pet_409, 3353, 開門, 再見
pet_409, 3388, 哭泣, 看電視
pet_409, 3388, 感動, 看電視
pet_4510, 3388, 拿搖控器, 看電視
pet_409, 3388, 幻想, 看電視
pet_483, 3404, 冷了, 換季
pet_394, 3404, 被虐待, 穿長袖
pet_394, 3404, 被虐待, 肚子餓
pet_483, 3404, 想嗯嗯, 肚子痛
pet_483, 3404, baby在踢, 肚子痛
pet_84, 3388, 邊看邊罵, 看電視
pet_15379, 3388, 轉台, 看電視
pet_483, 3404, 長袖收起來了, 穿短袖
pet_451, 3370, 美女, 神的恩典
pet_451, 3370, 美女, 不可褻玩
pet_451, 3370, 美女, 命
pet_451, 3370, 美女, 上輩子燒好香
pet_15748, 3370, 人, 生物
pet_9439, 3370, 人, 生物
pet_508, 3370, 人, 麻煩
pet_449, 3370, 人, 進化的動物
pet_449, 3370, 人, 相殘的動物
pet_449, 3370, 人, 想太多的動物
pet_508, 3357, 出口, 光明
pet_508, 3357, 出口, 意外
pet_508, 3391, 自由, 飛翔
pet_508, 3391, 自由, 不管別人
pet_508, 3391, 自由, 做想做的事
pet_508, 3391, 自由, 離開
pet_508, 3360, 吃東西, 坐下
pet_508, 3360, 吃東西, 說謝謝
pet_508, 3360, 吃東西, 看價錢
pet_508, 3356, 性欲, 睡不著
pet_508, 3356, 性欲, 想念她
pet_508, 3356, 性欲, 一夜情
pet_508, 3356, 性欲, 沖冷水
pet_21, 3353, 踢足球, 過人
pet_21, 3353, 踢足球, 贏
pet_21, 3353, 踢足球, 射門
pet_21, 3353, 踢足球, 傳球
pet_21, 3353, 踢足球, 超球
pet_21, 3399, 果凍, 美味
pet_14020, 3370, 小雞, 寵物
pet_13060, 3370, 小雞, 寵物
pet_15254, 3370, 小雞, 動物
pet_14020, 3370, 小雞, 動物
pet_12791, 3370, 小雞, 雞
pet_263, 3356, 平時不燒香, 書唸不完
pet_263, 3356, 考太多, 書唸不完
pet_263, 3356, 選太多科, 書唸不完
pet_263, 3356, 唸太慢, 書唸不完
pet_167, 3356, 沒錢, 心情不好
pet_167, 3356, 變胖, 心情不好
pet_167, 3356, 被媽媽罵, 心情不好
pet_8980, 3412, 餓了, 吃東西
pet_175, 3377, 錢, 藏寶箱
pet_15826, 3377, 馬桶, 廁所
pet_3362, 3377, 馬桶, 廁所
pet_14266, 3377, 馬桶, 廁所
pet_15826, 3377, 水, 廁所
pet_380, 3377, 垃圾, 廁所
pet_175, 3388, 逛網拍, 想花錢去逛街
pet_518, 3380, 毅力, 養小雞
pet_518, 3380, 精神, 養小雞
pet_175, 3356, 想運動, 打排球
pet_57, 3354, 護士, 打針
pet_57, 3354, 護士, 吃藥
pet_57, 3354, 護士, 掛號
pet_519, 3356, 愛你, 超開心
pet_519, 3356, 睡覺, 超開心
pet_7167, 3395, 小孩, 唸書
pet_175, 3395, 睡覺, 白日夢
pet_175, 3395, 夫妻, 第三者
pet_175, 3395, 吃飯, 沒筷子
pet_12756, 3356, 喝水, 水腫
pet_57, 3356, 喝水, 水嫩
pet_521, 3354, 累了, 想你
pet_521, 3354, 累了, 心情不好
pet_312, 3386, 唸書, 長大
pet_312, 3386, 唸書, 不當草包
pet_312, 3395, 旅遊, 跟討厭的人去
pet_312, 3395, 旅遊, 颱風來
pet_312, 3395, 旅遊, 衣服帶不夠
pet_523, 3386, 睡, 逃避現實
pet_523, 3386, 睡, 找周公打麻將
pet_523, 3386, 睡, 殺時間
pet_312, 3409, 肚子痛, 落賽
pet_312, 3409, 肚子痛, 月經來
pet_312, 3409, 肚子痛, 吃太快
pet_312, 3409, 肚子痛, 亂吃飯
pet_524, 3399, 硬碟, 硬
pet_167, 3354, 挖鼻屎, 噁心
pet_167, 3354, 挖鼻屎, 髒
pet_167, 3354, 挖鼻屎, 沒水準
pet_167, 3354, 挖鼻屎, 變醜
pet_526, 3399, 鹹酥雞, 可口
pet_527, 3399, 鹹酥雞, 油炸
pet_527, 3399, 鹹酥雞, 會胖
pet_527, 3399, 鹹酥雞, 消夜最好良伴
pet_2923, 3415, 睡覺前, 關燈
pet_200, 3360, 想玩, 領錢
pet_200, 3360, 想玩, 換衣服
pet_200, 3360, 想玩, 打電話
pet_200, 3360, 想玩, 找朋友
pet_200, 3360, 想玩, 出門去
pet_523, 3360, 想減肥, 很胖
pet_523, 3360, 想減肥, 很肥
pet_523, 3360, 想減肥, 睡覺
pet_523, 3360, 想減肥, 認清事實
pet_529, 3385, 鬼混, 想玩
pet_384, 3357, 小豬, 胖
pet_200, 3399, 飛機, 交通工具
pet_6493, 3360, 考試, 唸書
pet_6493, 3360, 考試, 作弊
pet_200, 3360, 考試, 寫小抄
pet_471, 3354, 落賽, 脫水
pet_471, 3354, 落賽, 抓狂
pet_128, 3386, 睡覺, 喝水
pet_200, 3360, 想哭, 躲起來
pet_200, 3360, 想哭, 找人陪
pet_200, 3399, 口香糖, 軟
pet_200, 3399, 口香糖, 黏
pet_380, 3399, 口香糖, 涼
pet_380, 3389, 吹電扇, 太熱
pet_380, 3389, 開冷氣, 太熱
pet_380, 3389, 去海邊, 太熱
pet_508, 3399, 口香糖, 可以吃
pet_508, 3399, 口香糖, 便宜
pet_508, 3399, 口香糖, 用來提神
pet_200, 3357, 吃宵夜, 肥油
pet_200, 3357, 吃宵夜, 體重上升
pet_200, 3357, 吃宵夜, 癌症
pet_508, 3357, 跌倒, 傷痛
pet_508, 3357, 跌倒, 傷口
pet_13208, 3357, 跌倒, 破傷風
pet_508, 3357, 跌倒, 責罵
pet_508, 3357, 跌倒, 安慰
pet_200, 3354, 正妹, 想告白
pet_200, 3354, 失去, 想念一個人
pet_508, 3354, 感動, 想告白
pet_508, 3354, 喜歡, 想告白
pet_508, 3354, 很合的人, 想告白
pet_508, 3354, 肯努力的人, 想告白
pet_508, 3354, 願意付出的人, 想告白
pet_531, 3354, 愛情, 想念一個人
pet_531, 3354, 戀愛, 想念一個人
pet_531, 3354, 被愛, 想念一個人
pet_531, 3354, 愛人, 想念一個人
pet_508, 3357, 夜遊, 失眠
pet_508, 3357, 夜遊, 恐懼
pet_508, 3357, 夜遊, 災難
pet_508, 3357, 夜遊, 想不到的後果
pet_525, 3354, 逛捷運大街, 撿到便宜
pet_356, 3378, 河馬, 動物園
pet_231, 3390, 布希, 女人
pet_231, 3390, 布希, 金錢
pet_231, 3390, 陳水扁, 金錢
pet_231, 3390, 陳水扁, 政治
pet_231, 3390, 陳水扁, 辯論
pet_6163, 3360, 肚子餓, 吃東西
pet_6163, 3360, 肚子餓, 吃東西
pet_8121, 3360, 肚子餓, 吃東西
pet_13997, 3360, 肚子餓, 找東西吃
pet_12203, 3360, 肚子餓, 找東西吃
pet_231, 3360, 肚子餓, 拿錢
pet_118, 3357, 夜遊, 昏睡一整天
pet_118, 3357, 夜遊, 緊張刺激
pet_118, 3357, 夜遊, 未知的危險
pet_525, 3390, 布希, 打仗
pet_525, 3390, 布希, 賣石油賺錢
pet_525, 3390, 布希, 美國人
pet_525, 3390, 布希, 布希的媽
pet_231, 3390, 馬英九, 金錢
pet_231, 3390, 馬英九, 政治
pet_258, 3391, 貓咪, 哭
pet_258, 3391, 貓咪, 笑
pet_258, 3391, 貓咪, 跑
pet_258, 3391, 貓咪, 跳
pet_534, 3354, 過敏, 打噴嚏
pet_536, 3360, 約會, 開心
pet_9929, 3360, 約會, 打扮
pet_9929, 3360, 約會, 化妝
pet_536, 3360, 約會, 保養
pet_200, 3360, 約會, 訂房間
pet_118, 3385, 無聊, 關在家
pet_118, 3385, 無聊, 不想做事
pet_118, 3385, 無聊, 沒特殊興趣
pet_200, 3392, 男人, 愛滋病
pet_200, 3392, 男人, 痔瘡
pet_200, 3395, 兔子, 暴牙
pet_200, 3391, 大人, 變小孩
pet_128, 3354, 洗澡, 睡覺
pet_128, 3354, 聊天, 睡覺
pet_200, 3395, 紅蘿蔔, 蘿蔔乾
pet_200, 3386, 玩, 走更遠的路
pet_128, 3378, 雞, 妓女院
pet_128, 3378, 女人, 妓女院
pet_128, 3378, 女孩, 妓女院
pet_523, 3360, 走霉運, 抬頭看藍天
pet_523, 3360, 走霉運, 大喊誰比我慘
pet_523, 3360, 走霉運, 看看過去的美
pet_438, 3389, 大號, 大便
pet_438, 3389, 肚子痛, 大便
pet_438, 3389, 蹲馬桶, 大便
pet_118, 3354, 很煩, 睡覺
pet_118, 3354, 很無聊, 睡覺
pet_118, 3354, 關電腦, 睡覺
pet_118, 3354, 洗完熱水澡, 睡覺
pet_15551, 3412, 累, 休息
pet_541, 3404, 機會, 希望
pet_118, 3412, 寂寞, 上網找東西看
pet_118, 3412, 寂寞, 打打電動玩具
pet_118, 3412, 寂寞, 騎車出去晃晃
pet_118, 3412, 寂寞, 去人多的地方
pet_541, 3356, 累了, 上床
pet_541, 3356, 累了, 趴著
pet_541, 3356, 累了, 回房間
pet_543, 3412, 遲到, 找理由
pet_543, 3412, 遲到, 掰藉口
pet_15508, 3366, 書, 紙
pet_455, 3380, 鉛筆, 筆記本
pet_455, 3380, 橡皮, 筆記本
pet_455, 3380, 修正液, 筆記本
pet_455, 3380, 圓珠筆, 筆記本
pet_455, 3380, 尺, 筆記本
pet_544, 3366, 樹木, 樹苗
pet_544, 3366, 樹木, 樹
pet_11562, 3356, 愛, 幸福
pet_523, 3378, 白白的天, 南極
pet_167, 3366, 樹木, 紙張
pet_167, 3366, 樹木, 桌子
pet_167, 3366, 樹木, 椅子
pet_167, 3366, 樹木, 傢俱
pet_167, 3366, 樹木, 筷子
pet_15551, 3412, 看電視, 吃東西
pet_15172, 3412, 看電視, 吃東西
pet_15230, 3412, 看電視, 吃東西
pet_11149, 3412, 看電視, 吃東西
pet_6145, 3412, 看電視, 吃東西
pet_5136, 3412, 看電視, 吃東西
pet_547, 3412, 唸不下書, 聽音樂
pet_547, 3412, 唸不下書, 吃東西
pet_548, 3357, 賭博, 美人
pet_548, 3357, 賭博, 美酒
pet_548, 3357, 賭博, 佳人
pet_548, 3357, 賭博, 賭神
pet_136, 3391, 媽媽, 乖巧的孩子
pet_136, 3391, 媽媽, 懂事的孩子
pet_551, 3357, 大吃大喝, 疲勞
pet_551, 3357, 大吃大喝, 快樂
pet_15712, 3380, 肥皂, 洗澡
pet_15387, 3380, 肥皂, 洗澡
pet_15417, 3380, 肥皂, 洗澡
pet_14818, 3380, 肥皂, 洗澡
pet_15091, 3380, 肥皂, 洗澡
pet_14889, 3380, 肥皂, 洗澡
pet_14562, 3380, 肥皂, 洗澡
pet_14573, 3380, 肥皂, 洗澡
pet_239, 3380, 鴨子, 洗澡
pet_239, 3380, 玩具, 洗澡
pet_550, 3366, 三聚氫氨, 化學物
pet_14733, 3380, 眼罩, 睡覺
pet_14733, 3380, 眼罩, 睡覺
pet_1339, 3380, 眼罩, 睡覺
pet_13823, 3380, 眼罩, 睡覺
pet_11644, 3380, 眼罩, 睡覺
pet_167, 3391, 老闆, 優良員工
pet_490, 3383, 阿宅, 夢見學妹
pet_245, 3384, 憂鬱, 睡覺
pet_245, 3384, 憂鬱, 無所事事
pet_245, 3384, 憂鬱, 哭
pet_245, 3384, 憂鬱, 看醫生
pet_505, 3384, 走路跌倒, 痛
pet_505, 3384, 走路跌倒, 哭
pet_505, 3384, 走路跌倒, 爬起來
pet_505, 3384, 走路跌倒, 找爸爸
pet_505, 3366, 布丁, 蛋
pet_505, 3366, 布丁, 砂糖
pet_505, 3366, 布丁, 礦泉水
pet_508, 3366, 布丁, 糖
pet_508, 3385, 剛剛好, 合適
pet_508, 3380, 游泳技能, 游泳
pet_505, 3387, 感動, 眼淚
pet_505, 3387, 愛, 眼淚
pet_505, 3387, 淚水, 眼淚
pet_483, 3383, 阿宅, 看電視
pet_483, 3383, 阿宅, 在家宅
pet_483, 3383, 阿宅, 吃泡麵
pet_483, 3383, 阿宅, 玩game
pet_260, 3383, 阿宅, 寫程式
pet_260, 3383, 阿宅, 下賭盤
pet_426, 3387, 找好人, 免費的消夜
pet_555, 3387, 去買, 麥芽糖
pet_555, 3387, 買麥芽糖, 麥芽糖
pet_508, 3387, 更努力賺錢, 錢
pet_508, 3387, 有存錢的習慣, 錢
pet_508, 3387, 向成功人學習, 錢
pet_424, 3378, 斑馬, 非洲
pet_424, 3378, 跳蚤, 非洲
pet_424, 3378, 人, 非洲
pet_6164, 3368, 麵包, 肉鬆
pet_13397, 3368, 牛奶, 奶粉
pet_10890, 3368, 牛奶, 奶粉
pet_10866, 3368, 牛奶, 奶粉
pet_8545, 3378, 鍋子, 廚房
pet_220, 3378, 流理台, 廚房
pet_220, 3378, 鏟子, 廚房
pet_220, 3378, 油垢, 廚房
pet_327, 3378, 寶島, 台灣
pet_450, 3415, 宿營, 升火
pet_41, 3415, 宿營, 搭帳篷
pet_450, 3415, 宿營, 合作
pet_450, 3415, 宿營, 看星星
pet_327, 3415, 宿營, 當活動長
pet_327, 3415, 宿營, 搞笑
pet_508, 3357, 投資, 壓力
pet_558, 3357, 投資, 沒錢
pet_220, 3357, 投資, 虧損
pet_220, 3357, 投資, 白忙一場
pet_327, 3391, 小雞, 食物
pet_327, 3391, 小雞, 空氣
pet_327, 3391, 小雞, 土壤
pet_327, 3391, 小雞, 上學
pet_14562, 3386, 工作, 生活
pet_560, 3354, 談心, 快樂
pet_560, 3404, 戀情加溫, 舊情復合
pet_126, 3357, 很有錢, 快樂
pet_126, 3357, 找到真愛, 快樂
pet_126, 3357, 愛人也被愛, 快樂
pet_126, 3357, 變瘦, 快樂
pet_376, 3415, 電梯內, 聊天
pet_376, 3415, 電梯內, 觀察人
pet_14938, 3354, 無聊, 睡著
pet_115, 3354, 難看的文藝片, 睡著
pet_376, 3354, 國際管理課, 睡著
pet_126, 3415, 警察大學, 練槍
pet_15286, 3389, 吃藥, 生病
pet_9670, 3389, 吃藥, 感冒
pet_376, 3415, 停屍間, 很害怕
pet_376, 3415, 停屍間, 快步離去
pet_376, 3415, 停屍間, 冷
pet_7655, 3390, 小貓, 玩耍
pet_15694, 3390, 小貓, 睡覺
pet_97, 3387, 上PTT, 寵物
pet_97, 3387, 去認養版, 寵物
pet_97, 3387, 問爸媽, 寵物
pet_97, 3387, 想清楚, 寵物
pet_97, 3387, 先做功課, 寵物
pet_562, 3387, 多寫文章, 錢
pet_552, 3387, 用自已的錢買, 車
pet_540, 3387, 幫助弱勢, 錢
pet_540, 3387, 包紅包, 錢
pet_562, 3412, 獨處, 睡著
pet_14397, 3378, 教室, 學校
pet_15694, 3383, 人, 睡覺
pet_15503, 3383, 人, 睡覺
pet_14506, 3383, 人, 睡覺
pet_15312, 3383, 人, 睡覺
pet_563, 3383, 人, 打屁
pet_563, 3383, 人, 摸魚
pet_563, 3383, 人, 跟狗玩
pet_563, 3354, 頻尿, 狂跑廁所
pet_563, 3354, 頻尿, 想抓狂
pet_563, 3354, 頻尿, 不喜歡喝水
pet_553, 3386, 泡泡麵, 吃
pet_553, 3386, 泡泡麵, 喝湯
pet_450, 3386, 流淚, 博取愛情
pet_450, 3386, 流淚, 海角七號
pet_450, 3386, 流淚, 票房太好
pet_556, 3390, 小孩, 裝可憐
pet_556, 3390, 小孩, 裝無辜
pet_450, 3390, 小孩, 媽媽的懷抱
pet_450, 3390, 小孩, 哥哥的玩具
pet_9015, 3393, 拖鞋, 蟑螂
pet_565, 3393, 拖鞋, 人類
pet_566, 3386, 成長, 茁壯
pet_560, 3391, 永遠, 愛情
pet_182, 3391, 笑容, 自信
pet_182, 3391, 笑容, 親和力
pet_182, 3391, 笑容, 笑
pet_567, 3391, 心動, 行動
pet_567, 3391, 心動, 動作
pet_567, 3391, 心動, 不動
pet_568, 3391, 完美, 花井梓
pet_568, 3391, 完美, 遊佐浩二
pet_568, 3391, 完美, 谷山紀章
pet_568, 3391, 完美, 石田彰
pet_490, 3357, 紙錢, 空氣汙染
pet_450, 3391, 愛情, 腦殘
pet_450, 3391, 愛情, 進墳墓
pet_490, 3389, 女人, 長大
pet_490, 3389, 走快一點, 走路
pet_4238, 3386, 睡覺, 走更長的路
pet_450, 3389, 吟詩, 吃飯
pet_450, 3389, 賞月, 吃飯
pet_450, 3389, 賞秋香, 吃飯
pet_261, 3389, 忍住, 餓
pet_261, 3386, 賺錢, 養兒
pet_261, 3386, 賺錢, 防老
pet_261, 3386, 賺錢, 自尊心
pet_261, 3383, 朋友, 上廁所
pet_261, 3383, 朋友, 抄功課
pet_261, 3383, 朋友, 分享食物
pet_166, 3386, 買玩具, 玩
pet_106, 3384, 影印店, 印講義
pet_571, 3384, 作弊, 恐慌
pet_571, 3384, 作弊, 不安
pet_571, 3384, 作弊, 討厭自己
pet_6136, 3360, 睡覺, 刷牙
pet_14282, 3360, 睡覺, 刷牙
pet_15645, 3360, 睡覺, 刷牙
pet_14568, 3360, 睡覺, 刷牙
pet_15429, 3360, 睡覺, 刷牙
pet_14223, 3360, 睡覺, 刷牙
pet_14639, 3360, 睡覺, 刷牙
pet_5361, 3360, 睡覺, 刷牙
pet_12459, 3360, 睡覺, 刷牙
pet_6136, 3360, 睡覺, 刷牙
pet_11410, 3360, 睡覺, 刷牙
pet_14020, 3360, 睡覺, 刷牙
pet_13925, 3360, 睡覺, 刷牙
pet_13460, 3360, 睡覺, 刷牙
pet_9392, 3360, 睡覺, 刷牙
pet_13272, 3360, 睡覺, 刷牙
pet_13247, 3360, 睡覺, 刷牙
pet_13534, 3360, 睡覺, 刷牙
pet_13603, 3360, 睡覺, 刷牙
pet_14282, 3360, 睡覺, 洗臉
pet_15645, 3360, 睡覺, 洗臉
pet_13603, 3360, 睡覺, 洗臉
pet_13492, 3360, 睡覺, 洗臉
pet_303, 3360, 睡覺, 晚安
pet_554, 3357, 做愛, 心滿意足
pet_560, 3354, 睡意, 睡著
pet_560, 3360, 喜歡, 牽手
pet_10284, 3386, 讀書, 上進
pet_10661, 3386, 休息, 走更長遠的路
pet_15237, 3386, 賺錢, 吃飯
pet_560, 3386, 工作, 洗澡
pet_6841, 3386, 工作, 睡覺
pet_13712, 3354, 吃, 開心
pet_466, 3354, 希望, 期待
pet_449, 3360, 做夢, 睡著
pet_449, 3360, 做夢, 有夢想
pet_449, 3360, 做夢, 年輕
pet_449, 3360, 做夢, 春天到了
pet_312, 3384, 啦啦隊, 尖叫
pet_312, 3384, 啦啦隊, 自嗨
pet_312, 3384, 啦啦隊, 動感
pet_573, 3386, 洗澡, 去污
pet_573, 3386, 洗澡, 高興
pet_573, 3386, 談戀愛, 學著愛
pet_573, 3386, 談戀愛, 滿足
pet_573, 3386, 談戀愛, 關心
pet_195, 3391, 汪汪, 尿尿
pet_195, 3391, 汪汪, 大便
pet_195, 3391, 汪汪, 出去玩
pet_195, 3391, 汪汪, 水
pet_195, 3391, 汪汪, 睡覺
pet_12669, 3389, 吃餅乾, 肚子餓
pet_15254, 3412, 吃飯, 看電視
pet_12656, 3412, 吃飯, 看電視
pet_183, 3412, 打人, 用力
pet_248, 3412, 打人, 感到悲傷
pet_248, 3412, 打人, 用細竹子抽打
pet_248, 3412, 打人, 心疼
pet_248, 3412, 打人, 心中憤怒
pet_70, 3384, 梁朝偉, 疼小喬
pet_9046, 3412, 喝酒, 想睡
pet_344, 3412, 喝酒, 想睡
pet_344, 3412, 喝酒, 賣傻
pet_344, 3412, 喝酒, 高歌
pet_344, 3412, 喝酒, 轉圈圈
pet_553, 3384, 梁文音, 去看海角七號
pet_58, 3355, 偷竊, 被眾人唾棄
pet_58, 3355, 肇事逃逸, 被眾人唾棄
pet_58, 3355, 殺人, 被眾人唾棄
pet_58, 3355, 綁票別人, 被眾人唾棄
pet_128, 3356, 累了, 玩
pet_128, 3356, 累了, 跑
pet_303, 3387, 多讀書, 聰明的頭腦
pet_303, 3387, 多動腦, 聰明的頭腦
pet_303, 3387, 獨立思考, 聰明的頭腦
pet_303, 3387, 開心健康, 聰明的頭腦
pet_303, 3395, 女人, 流淚
pet_192, 3355, 打小報告, 被眾人唾棄
pet_192, 3355, 扮演雙面人, 被眾人唾棄
pet_192, 3355, 耍心機, 被眾人唾棄
pet_192, 3355, 做出過份舉動, 被眾人唾棄
pet_192, 3355, 說出踰舉之話, 被眾人唾棄
pet_577, 3386, 睡覺, 清醒
pet_58, 3356, 要上市, 宣傳
pet_58, 3356, 要上市, 打廣告
pet_58, 3356, 要上市, 好包裝
pet_58, 3356, 要上市, 要精美
pet_192, 3378, 台客, 路上
pet_192, 3378, 閃光, 路上
pet_231, 3395, 同志, 歧視他的人
pet_231, 3356, 缺錢, 不能亂花錢
pet_231, 3356, 缺錢, 要省吃儉用
pet_231, 3356, 缺錢, 錢要花在刀口
pet_316, 3386, 上榜, 考上好學校
pet_337, 3357, 肚子痛, 大便
pet_579, 3380, 酒杯, 喝啤酒
pet_145, 3380, 橡皮鴨, 洗澡
pet_145, 3391, 寶寶, 出去玩
pet_145, 3391, 寶寶, 換尿布
pet_581, 3360, 旅遊, 計畫
pet_581, 3360, 旅遊, 有目的地
pet_581, 3360, 旅遊, 存款
pet_581, 3360, 旅遊, 買票
pet_145, 3390, 小雞, 同伴
pet_145, 3390, 小雞, 愛
pet_449, 3390, 小雞, 吃飯
pet_449, 3390, 小雞, 玩耍
pet_449, 3390, 小雞, 睡
pet_449, 3383, 吃飯, 添飯
pet_13349, 3383, 吃飯, 夾菜
pet_13612, 3383, 吃飯, 夾菜
pet_449, 3383, 吃飯, 心懷感激地
pet_449, 3383, 吃飯, 專心飲食
pet_431, 3391, 貓咪, 玩玩具
pet_431, 3391, 貓咪, 曬太陽
pet_431, 3391, 貓咪, 打呵欠
pet_145, 3360, 買禮物, 存錢
pet_145, 3360, 買禮物, 猜對方的心
pet_145, 3360, 買禮物, 知道哪裡買
pet_145, 3360, 買禮物, 對方喜歡
pet_13120, 3383, 睡覺, 翻身
pet_13120, 3383, 睡覺, 打呼
pet_12765, 3383, 睡覺, 打呼
pet_13120, 3383, 睡覺, 說夢話
pet_12765, 3383, 睡覺, 說夢話
pet_431, 3393, 人類, 金剛
pet_431, 3393, 小動物, 金剛
pet_431, 3393, 帝國大廈, 金剛
pet_431, 3393, 芭比, 金剛
pet_431, 3393, 猩猩, 金剛
pet_15760, 3380, 麥克風, 唱歌
pet_248, 3380, 麥克風, 唱歌
pet_14952, 3380, 麥克風, 唱歌
pet_12397, 3380, 麥克風, 唱歌
pet_11562, 3380, 麥克風, 唱歌
pet_864, 3380, 麥克風, 唱歌
pet_13349, 3380, 麥克風, 唱歌
pet_12864, 3380, 麥克風, 唱歌
pet_53, 3357, 老闆, 開會
pet_53, 3357, 主任, 開會
pet_584, 3383, 天使, 達成願望
pet_584, 3357, 戰爭, 恐懼
pet_471, 3409, 打針, 抵抗力變弱
pet_471, 3409, 打針, 痛痛
pet_424, 3409, 曖昧, 不清楚
pet_424, 3409, 曖昧, 不確定
pet_424, 3409, 曖昧, 很模糊
pet_424, 3409, 曖昧, 不表明
pet_424, 3409, 曖昧, 私底下
pet_12878, 3385, 哭, 生氣
pet_471, 3385, 哭, 得不到安慰
pet_2747, 3391, 我, 吃飯
pet_15286, 3391, 我, 吃飯
pet_15188, 3391, 我, 吃飯
pet_15396, 3391, 我, 吃飯
pet_15387, 3370, 你, 動物
pet_13751, 3360, 游泳, 脫衣服
pet_586, 3370, 快樂, 付出
pet_586, 3370, 快樂, 施捨
pet_586, 3370, 快樂, 陽光
pet_586, 3370, 思想, 束縛
pet_586, 3370, 思想, 存在
pet_586, 3370, 思想, 證明
pet_586, 3370, 思想, 文化差異
pet_14441, 3380, 鑰匙, 開門
pet_14388, 3380, 鑰匙, 開門
pet_4634, 3380, 鑰匙, 開門
pet_126, 3380, 鎖匠, 開門
pet_126, 3380, 髮夾, 開門
pet_126, 3370, 天使, 幻覺
pet_126, 3370, 天使, 真理
pet_126, 3370, 天使, 溫暖光環
pet_126, 3370, 天使, 不死的靈魂
pet_344, 3370, 生活, 麻煩
pet_9079, 3366, 衛生紙, 樹木
pet_126, 3356, 考試, 臉憂愁
pet_126, 3356, 考試, 快發瘋
pet_126, 3356, 考試, 腎上腺素狂飆
pet_126, 3356, 考試, 肚子痛
pet_15645, 3380, 筷子, 吃飯
pet_28, 3380, 筷子, 吃飯
pet_15748, 3380, 筷子, 吃飯
pet_7786, 3380, 筷子, 吃飯
pet_15652, 3380, 筷子, 吃飯
pet_14568, 3380, 筷子, 吃飯
pet_15503, 3380, 筷子, 吃飯
pet_12822, 3380, 筷子, 吃飯
pet_15286, 3380, 筷子, 吃飯
pet_2923, 3380, 筷子, 吃飯
pet_15437, 3380, 筷子, 吃飯
pet_14983, 3380, 筷子, 吃飯
pet_15645, 3380, 湯匙, 吃飯
pet_14568, 3380, 湯匙, 吃飯
pet_15503, 3380, 湯匙, 吃飯
pet_12822, 3380, 湯匙, 吃飯
pet_15286, 3380, 湯匙, 吃飯
pet_15437, 3380, 湯匙, 吃飯
pet_14983, 3380, 湯匙, 吃飯
pet_13894, 3380, 湯匙, 吃飯
pet_15645, 3380, 叉子, 吃飯
pet_15503, 3380, 叉子, 吃飯
pet_14476, 3380, 叉子, 吃飯
pet_14476, 3380, 叉子, 吃飯
pet_14476, 3380, 叉子, 吃飯
pet_14391, 3380, 叉子, 吃飯
pet_15645, 3380, 刀子, 吃飯
pet_12575, 3380, 刀子, 吃飯
pet_15645, 3380, 碗, 吃飯
pet_28, 3380, 碗, 吃飯
pet_15748, 3380, 碗, 吃飯
pet_7786, 3380, 碗, 吃飯
pet_14568, 3380, 碗, 吃飯
pet_15286, 3380, 碗, 吃飯
