pet_16021, 3380, 枕頭, 睡覺
pet_15914, 3365, 灌籃, 籃球
pet_15841, 3390, 媽媽, 兒子
pet_15785, 3377, 臉, 溫妮
pet_15785, 3377, 臉, 溫妮
pet_15785, 3377, 臉, 溫妮
pet_15785, 3377, 鼻子, 溫妮
pet_15785, 3377, 嘴巴, 溫妮
pet_15785, 3365, 蔡少芬, 人類
pet_15840, 3366, 交響樂團, 大提琴
pet_15840, 3366, 交響樂團, 大提琴
pet_15898, 3353, 生病, 哭
pet_14987, 3391, 學生, 考試
pet_15785, 3391, 學生, 回家
pet_15851, 3399, 愛情, 甜蜜的
pet_15851, 3399, 愛情, 美好的
pet_15881, 3366, 雕像, 木頭
pet_14987, 3353, 跑步, 洗澡
pet_14987, 3384, 貓咪, 吃魚
pet_15843, 3355, 飆車, 被警察抓
pet_15677, 3356, 孤單, 一個人
pet_15985, 3384, 開心, 笑
pet_664, 3386, 看書, 知識
pet_10530, 3383, 小孩, 聽話
pet_14987, 3412, 發生地震, 快跑
pet_15810, 3360, 飆車, 加速
pet_16021, 3387, 溫柔, 男朋友
pet_16021, 3386, 睡覺, 長高
pet_16033, 3373, 拖鞋, 櫃子
pet_14282, 3392, 父母, 沒錢
pet_14282, 3392, 父母, 吵架
pet_15914, 3380, 小腿, 跑步
pet_15914, 3380, 大腿, 跑步
pet_16042, 3353, 休息, 睡覺
pet_15898, 3391, 老師, 下班
pet_13823, 3385, 睡覺, 寂寞
pet_15841, 3383, 牛, 擠牛奶
pet_15662, 3387, 帥, 女朋友
pet_16021, 3415, 圖書館, 看書
pet_16033, 3385, 上網, 想聊天
pet_15872, 3377, 被子, 房間
pet_16010, 3395, 阿扁, 沒錢
pet_15829, 3354, 生氣, 暴走
pet_15829, 3354, 生氣, 暴走
pet_15829, 3354, 生氣, 暴走
pet_15696, 3371, 錢, 手
pet_15829, 3415, 想睡覺, 睡覺
pet_16021, 3378, 洗髮精, 浴室
pet_15234, 3354, 看電視, 爽
pet_16109, 3395, 媽媽, 做家事
pet_15662, 3385, 開心, 興奮
pet_15722, 3393, 雞, 老虎
pet_2079, 3353, 被打, 打人
pet_248, 3355, 電線走火, 火災
pet_15762, 3370, 巧克力, 甜食
pet_16021, 3366, 豆漿, 黑豆
pet_15762, 3377, 花, 公園
pet_15898, 3354, 蛋糕, 變胖
pet_16168, 3370, 海豚, 動物
pet_15785, 3391, 學生, 打電動
pet_16021, 3412, 讀書, 發呆
pet_15851, 3355, 下雨, 彩虹
pet_15843, 3373, 狗, 汽車
pet_15810, 3373, 狗, 汽車
pet_1541, 3373, 狗, 汽車
pet_16033, 3354, 讀書, 成績好
pet_15662, 3357, 颶風, 災難
pet_16116, 3385, 難過, 沒錢
pet_15881, 3385, 口渴, 剛運動完
pet_15898, 3357, 男人, 愛情
pet_15670, 3367, 學校, 校長
pet_222, 3387, 吃飯, 錢
pet_15957, 3356, 快樂, 請客
pet_16021, 3366, 紙, 再生紙
pet_14331, 3366, 快樂, 朋友
pet_15843, 3384, 大腦, 思考
pet_15722, 3384, 大腦, 思考
pet_15843, 3384, 大腦, 思考
pet_12171, 3412, 生氣, 上PTT
pet_15898, 3354, 肚子痛, 放屁
pet_15843, 3354, 肚子痛, 放屁
pet_2684, 3354, 肚子痛, 放屁
pet_15852, 3385, 難過, 被當
pet_15872, 3388, 大叫, 發瘋
pet_16069, 3385, 飽, 吃東西
pet_15843, 3387, 談戀愛, 老婆
pet_15662, 3409, 紅色, 紅燈
pet_15962, 3354, 玩, 高興
pet_15914, 3378, 恐龍, 動物園
pet_864, 3415, 發薪日, 存錢
pet_16033, 3380, 尺, 上課
pet_13188, 3404, 無聊, 看書
pet_16088, 3385, 口渴, 缺水
pet_16021, 3415, 清明節, 祭祖
pet_15901, 3353, 天氣冷, 窩被窩
pet_15662, 3391, 腐女, 帥哥
pet_3298, 3387, 快樂, 快樂的人生
pet_15881, 3392, 小孩, 上學
pet_16114, 3415, 新年, 收紅包
pet_16021, 3386, 旅遊, 玩樂
pet_15837, 3353, 胖, 減肥
pet_15981, 3389, 罵人, 傷心
pet_15898, 3371, 錢, 抽屜
pet_15681, 3354, 瀉藥, 拉肚子
pet_15708, 3380, 音樂, 寂寞
pet_16001, 3355, 打球, 睡覺
pet_16033, 3356, 愛, 努力
pet_15901, 3353, 委屈, 哭
pet_16021, 3375, 車子, 家
pet_6499, 3392, 吃藥, 打針
pet_15773, 3415, 廁所, 排泄
pet_10492, 3409, 生氣, 不高興
pet_15773, 3383, 小孩, 上學
pet_16155, 3385, 餓, 沒吃飯
pet_15829, 3354, 心情不好, 暴走
pet_15829, 3354, 心情不好, 暴走
pet_5374, 3354, 心情不好, 暴走
pet_14987, 3377, 肉, 冰箱
pet_15898, 3389, 聽歌, 難過
pet_15662, 3392, 學校, 壞學生
pet_15837, 3365, 口袋, 褲子
pet_6290, 3415, 高興, 跳舞
pet_15881, 3412, 肚子餓, 泡泡麵
pet_16033, 3355, 下課, 吃飯
pet_6148, 3385, 上床, 想睡
pet_15957, 3356, 快樂, 吃大餐
pet_16021, 3387, 努力, 小孩
pet_15829, 3391, 熊熊, 睡覺
pet_15810, 3355, 生病, 休息
pet_6499, 3392, 吃藥, 住院
pet_15785, 3389, 刷牙, 早上
pet_16021, 3386, 旅遊, 放鬆
pet_15881, 3378, 美國人, 美國
pet_7083, 3389, 唱歌, 爽
pet_15893, 3412, 生病, 想睡覺
pet_15922, 3384, 衛生紙, 吸水
pet_4953, 3380, 筆, 寫文章
pet_16104, 3354, 吃飯, 興奮
pet_16019, 3353, 天氣熱, 不想動
pet_15881, 3384, 皮卡丘, 十萬伏特
pet_864, 3366, 房子, 玻璃
pet_4238, 3386, 上班, 工作
pet_15881, 3391, 美女, 帥哥
pet_15898, 3357, 逛街, 開心
pet_15662, 3378, 長江, 中國
pet_15662, 3378, 黃河, 中國
pet_16109, 3353, 開心, 出去玩
pet_15773, 3388, 泡泡麵, 吃飯
pet_15872, 3357, 聽音樂, 放鬆
pet_16021, 3378, 泥土, 花園
pet_15829, 3412, 考不好, 難過
pet_15810, 3366, 鉛球, 鐵
pet_15840, 3357, 搶劫, 警察
pet_15762, 3386, 上課, 唸書
pet_15829, 3354, 想打人, 暴走
pet_15829, 3354, 想打人, 暴走
pet_15829, 3354, 想打人, 暴走
pet_15852, 3385, 難過, 考不好
pet_15669, 3389, 抓狂, 生氣
pet_9106, 3389, 睡覺, 超級累
pet_15881, 3380, 餐巾紙, 吃牛排
pet_4206, 3385, 看醫生, 受傷
pet_16126, 3393, 情侶, 分手
pet_15810, 3366, 鉛球, 金屬
pet_15810, 3366, 鉛球, 金屬
pet_15810, 3366, 鉛球, 金屬
pet_9071, 3387, 飲食均衡, 好身材
pet_15829, 3354, 被打, 暴走
pet_15829, 3354, 被打, 暴走
pet_8372, 3354, 被打, 暴走
pet_15898, 3391, 工人, 錢
pet_15992, 3380, 餅乾, 看電視
pet_15851, 3353, 下雨天, 待在家
pet_15722, 3404, 運動, 棒球
pet_15843, 3404, 運動, 棒球
pet_16021, 3412, 洗澡, 洗身體
pet_16094, 3412, 生氣, 大罵
pet_15662, 3409, 綠色, 生機
pet_15893, 3353, 天冷, 賴床
pet_16021, 3412, 開心, 分享
pet_15881, 3384, 老師, 改作業
pet_15837, 3353, 運動, 吃東西
pet_15872, 3356, 讀書, 累了
pet_15739, 3391, 吃壞肚子, 大便
pet_15980, 3404, 友善, 微笑
pet_3298, 3387, 努力, 快樂的人生
pet_15898, 3391, 老師, 當主任
pet_15893, 3354, 跳舞, 減肥
pet_15785, 3357, 股票, 錢
pet_15985, 3386, 讀書, 學業
pet_16077, 3385, 生氣, 抓狂
pet_10806, 3389, 看電視, 放鬆
pet_15662, 3389, 洗冷水澡, 熱
pet_15662, 3389, 洗冷水澡, 熱
pet_15810, 3391, 阿宅, 蘿莉
pet_15810, 3391, 阿宅, 蘿莉
pet_16021, 3378, 蝴蝶, 花園
pet_16021, 3353, 吃飯, 出門
pet_15829, 3378, 鬃毛, 獅子
pet_6856, 3391, 小雞, 媽媽
pet_15662, 3412, 被扁, 瞪他
pet_15662, 3412, 被扁, 瞪他
pet_15662, 3412, 被扁, 瞪他
pet_15841, 3386, 用功, 成功
pet_15669, 3399, 蘋果, 好吃
pet_15922, 3412, 被扁, 烙人
pet_15662, 3412, 被扁, 烙人
pet_15662, 3412, 被扁, 烙人
pet_14987, 3412, 發生地震, 跑
pet_12203, 3389, 出去玩, 快樂
pet_15843, 3355, 洗澡, 擦乳液
pet_15881, 3353, 不舒服, 吐
pet_5870, 3357, 財神, 好運
pet_11482, 3415, 舞池, 跳舞
pet_16033, 3380, 護髮乳, 洗澡
pet_3223, 3386, 上廁所, 排洩
pet_15856, 3387, 中發票, 錢
pet_15926, 3387, 賺錢, 豪宅
pet_15700, 3412, 上課, 聽課
pet_15677, 3365, 腳指, 身體
pet_16021, 3412, 開心, 哭
pet_15950, 3358, 感冒, 頭暈
pet_16076, 3385, 高興, 吃飽了
pet_15705, 3384, 貓, 喝牛奶
pet_15690, 3404, 有人按門鈴, 門鈴響
pet_15843, 3355, 飆車, 出車禍
pet_15722, 3378, 古物, 博物館
pet_14568, 3395, 學生, 不及格
pet_15851, 3353, 下雨天, 發呆
pet_6499, 3415, 家裏, 睡覺
pet_15851, 3409, 沉默, 安靜
pet_10439, 3409, 沉默, 安靜
pet_15837, 3412, 睡覺, 側睡
pet_16043, 3375, 火星, 地球
pet_16033, 3370, 思念, 折磨
pet_16033, 3370, 思念, 折磨
pet_1853, 3370, 思念, 折磨
pet_15950, 3389, 聊天, 高興
pet_15722, 3393, 斑馬, 老虎
pet_15687, 3392, 學生, 遲到
pet_15670, 3387, 認真上課, 好成績
pet_15851, 3354, 打呵欠, 想睡覺
pet_16033, 3360, 包水餃, 洗手
pet_16109, 3385, 口渴, 沒喝水
pet_5870, 3389, 站起來, 跌倒
pet_5870, 3389, 站起來, 跌倒
pet_10890, 3389, 站起來, 跌倒
pet_12134, 3393, 人類, 老虎
pet_15872, 3377, 同學, 宿舍
pet_15773, 3385, 睡覺, 睡眠不足
pet_99, 3385, 煮飯, 要吃飯
pet_99, 3385, 煮飯, 要吃飯
pet_16021, 3387, 去領養, 小孩
pet_3362, 3358, 放煙火, 火災
pet_16029, 3415, 學校, 運動
pet_15881, 3385, 口渴, 吃太鹹
pet_75, 3365, 愛, 家庭
pet_16043, 3375, 水星, 地球
pet_15670, 3386, 玩樂, 開心
pet_14987, 3353, 吃飯, 減肥
pet_15941, 3391, 小寶寶, 喝奶
pet_15941, 3391, 小寶寶, 喝奶
pet_16033, 3380, 碗, 用餐
pet_15980, 3389, 睡覺, 悲傷
pet_15773, 3358, 憂鬱, 失眠
pet_15754, 3387, 跑步, 好身材
pet_15843, 3391, 媽媽, 放假
pet_15843, 3370, 剪刀, 文具
pet_15837, 3365, 口袋, 衣服
pet_15739, 3378, 水果, 冰箱裡
pet_15722, 3384, 眼睛, 流淚
pet_15914, 3386, 上網, 打電動
pet_15898, 3354, 吃地瓜, 放屁
pet_15843, 3354, 吃地瓜, 放屁
pet_16104, 3383, 阿扁, 貪污
pet_15829, 3354, 上網, 交朋友
pet_15810, 3371, 漢堡, 麥當勞
pet_15662, 3353, 興奮, 大笑
pet_15662, 3393, 狗, 安樂死
pet_15840, 3356, 愛情, 快樂
pet_16010, 3356, 愛情, 快樂
pet_12849, 3356, 愛情, 快樂
pet_15980, 3385, 吃飯, 需要能量
pet_15837, 3384, 老師, 出作業
pet_16033, 3385, 上網, 宅
pet_3362, 3358, 地震, 停電
pet_15851, 3393, 貓, 車子
pet_15832, 3384, 冬天, 穿外套
pet_15669, 3378, 網路, 網咖
pet_15669, 3378, 網路, 網咖
pet_16116, 3356, 生氣, 睡覺
pet_16076, 3388, 找朋友, 玩遊戲
pet_15881, 3393, 大象, 槍
pet_16010, 3357, 做生意, 金錢
pet_15941, 3380, 籃子, 買東西
pet_15662, 3409, 綠色, 草原
pet_15696, 3393, 學生, 被打
pet_15898, 3370, 電腦, 用品
pet_15898, 3370, 電腦, 用品
pet_13721, 3370, 電腦, 用品
pet_16033, 3389, 補眠, 累
pet_16088, 3389, 補眠, 累
pet_14568, 3404, 想上廁所, 肚子叫
pet_15843, 3370, 剪刀, 凶器
pet_16021, 3386, 唸書, 工作
pet_16029, 3415, 國慶日, 愛台灣
pet_14693, 3415, 國慶日, 愛台灣
pet_15872, 3412, 上PTT, 玩養雞場
pet_14476, 3412, 上PTT, 玩養雞場
pet_15773, 3384, 醫生, 開藥單
pet_14779, 3384, 醫生, 開藥單
pet_15785, 3385, 失戀, 劈腿
pet_15840, 3385, 失戀, 劈腿
pet_248, 3385, 失戀, 劈腿
pet_16021, 3412, 洗澡, 開熱水
pet_15722, 3393, 鹿, 老虎
pet_15773, 3383, 冰箱, 冷藏
pet_15773, 3383, 冰箱, 製冰
pet_15785, 3388, 找飲水機, 喝水
pet_15872, 3385, 吃飯, 血糖低
pet_15872, 3412, 上PTT, 丟水球
pet_15872, 3412, 上PTT, 丟水球
pet_15841, 3390, 媽媽, 女兒
pet_15901, 3353, 天氣冷, 吃羊肉爐
pet_15872, 3392, 夜唱, 睡覺
pet_15840, 3366, 交響樂團, 小提琴
pet_16021, 3377, 歐巴馬, 美國總統
pet_16021, 3377, 歐巴馬, 美國總統
pet_16021, 3377, 布希, 美國總統
pet_16021, 3377, 布希, 美國總統
pet_386, 3370, 企業, 玉山銀行
pet_386, 3370, 企業, 玉山銀行
pet_15829, 3412, 失戀, 痛苦
pet_15829, 3412, 失戀, 痛苦
pet_15773, 3366, 神像, 木材
pet_15773, 3366, 神像, 木材
pet_15785, 3388, 找餐廳, 吃飯
pet_15785, 3388, 找餐廳, 吃飯
pet_11874, 3388, 找餐廳, 吃飯
pet_15662, 3384, 上課, 聊天
pet_15922, 3384, 上課, 聊天
pet_15662, 3389, 吃冰棒, 熱
pet_15662, 3389, 吃冰棒, 熱
pet_15872, 3392, 喝咖啡, 睡覺
pet_15881, 3415, 家裡, 吃零食
pet_15881, 3357, 發票, 金錢
pet_15985, 3386, 活著, 享樂
pet_15773, 3360, 看書, 有精神
pet_15881, 3390, 小弟弟, 糖果
pet_15829, 3356, 分手, 流淚
pet_14987, 3370, 年紀, 無聊
pet_14987, 3370, 年紀, 無聊
pet_3362, 3377, 氣象播報員, 氣象局
pet_3362, 3377, 氣象播報員, 氣象局
pet_3362, 3377, 氣象人員, 氣象局
pet_3362, 3377, 氣象人員, 氣象局
pet_15872, 3377, 室友, 宿舍
pet_15840, 3404, 生氣, 緊張
pet_15840, 3404, 口吃, 緊張
pet_15840, 3404, 冒冷汗, 緊張
pet_15840, 3404, 尿失禁, 緊張
pet_15840, 3399, 飛機, 空中飛的
pet_15840, 3399, 飛機, 交通工具
pet_15843, 3384, 大腦, 短路
pet_16021, 3377, 柯林頓, 美國總統
pet_15872, 3404, 月亮出來了, 夜晚
pet_16033, 3356, 認真, 帥
pet_16033, 3373, 頭髮, 地毯
pet_15810, 3373, 頭髮, 地毯
pet_6856, 3353, 心情不好, 吃
pet_15840, 3353, 罩杯, 乳房
pet_15785, 3369, 洋酒, 穀物
pet_15785, 3369, 肝硬化, 沒顧好肝
pet_15785, 3377, 珠寶, 上流社會
pet_15872, 3385, 睡著, 想睡
pet_7915, 3385, 睡著, 想睡
pet_14282, 3415, 喝醉時, 大笑
pet_16033, 3356, 認真, 努力
pet_15785, 3412, 肚子餓, 吃pizza
pet_15840, 3366, 交響樂團, 大喇叭
pet_15840, 3366, 交響樂團, 大喇叭
pet_15872, 3404, 白天過了, 夜晚
pet_15872, 3404, 白天過了, 夜晚
pet_11480, 3377, 魚, 太平洋
pet_248, 3377, 魚, 太平洋
pet_16076, 3383, 雞, 交配
pet_15980, 3404, 禮貌, 微笑
pet_767, 3404, 禮貌, 微笑
pet_6856, 3370, 兔子, 玩具
pet_827, 3370, 兔子, 玩具
pet_15662, 3357, 打雷, 災難
pet_258, 3357, 打雷, 災難
pet_15872, 3356, 受傷, 流血
pet_1054, 3356, 受傷, 流血
pet_15851, 3384, 跳舞, 開心
pet_341, 3384, 跳舞, 開心
pet_15851, 3358, 超速, 危險
pet_341, 3358, 超速, 危險
pet_15898, 3354, 寶貝球, 充滿愛
pet_15785, 3378, 餐廳, 學校
pet_1258, 3378, 餐廳, 學校
pet_14568, 3415, 情人節, 跟情人吃飯
pet_1242, 3415, 情人節, 跟情人吃飯
pet_16025, 3412, 睡覺, 不省人事
pet_1333, 3412, 睡覺, 不省人事
pet_14282, 3415, 想睡覺時, 吃維他命
pet_14282, 3415, 想睡覺時, 吃維他命
pet_15829, 3370, 打老公, 家暴
pet_15829, 3370, 打老公, 家暴
pet_15717, 3395, 怪物, 勇士
pet_1368, 3395, 怪物, 勇士
pet_15681, 3385, 肚子痛, 吃錯東西
pet_982, 3385, 肚子痛, 吃錯東西
pet_16021, 3378, 沐浴乳, 浴室
pet_1457, 3378, 沐浴乳, 浴室
pet_15840, 3378, 筷子, 廚房
pet_948, 3378, 筷子, 廚房
pet_99, 3357, 太陽, 溫暖
pet_1451, 3357, 太陽, 溫暖
pet_14568, 3404, 緊張, 發抖
pet_15840, 3404, 緊張, 發抖
pet_14568, 3404, 害怕, 發抖
pet_15840, 3404, 害怕, 發抖
pet_16076, 3383, 雞, 喝水
pet_1598, 3383, 雞, 喝水
pet_15785, 3385, 失戀, 偷吃
pet_15840, 3385, 失戀, 偷吃
pet_16033, 3366, 便當, 飯糰
pet_15764, 3366, 便當, 飯糰
pet_15941, 3391, 小寶寶, 大哭
pet_15941, 3391, 小寶寶, 大哭
pet_14987, 3377, 魚, 冰箱
pet_1580, 3377, 魚, 冰箱
pet_16021, 3358, 撞到頭, 頭痛
pet_16021, 3358, 撞到頭, 頭痛
pet_14282, 3395, 立委, 生氣
pet_14282, 3395, 立委, 生氣
pet_15785, 3412, 肚子餓, 吃炸雞
pet_15785, 3412, 肚子餓, 吃炸雞
pet_15841, 3391, 小雞, 自由
pet_1458, 3391, 小雞, 自由
pet_16168, 3354, 吃太飽, 睡著
pet_1906, 3354, 吃太飽, 睡著
pet_15974, 3391, 帥哥, 美女
pet_214, 3391, 帥哥, 美女
pet_14282, 3395, 爸爸, 沒工作
pet_1764, 3395, 爸爸, 沒工作
pet_15881, 3412, 肚子餓, 忍耐
pet_9396, 3404, 傷心, 哭
pet_15773, 3385, 生氣, 被出賣
pet_1887, 3385, 生氣, 被出賣
pet_15739, 3378, 水壺, 書包裡
pet_15739, 3378, 水壺, 書包裡
pet_15881, 3384, 冰箱, 冰
pet_15898, 3386, 親親, 開心
pet_1963, 3386, 親親, 開心
pet_15843, 3355, 大便, 沖馬桶
pet_2176, 3355, 大便, 沖馬桶
pet_15837, 3391, 阿扁, 回家
pet_8493, 3391, 阿扁, 回家
pet_14282, 3415, 想睡覺時, 喝咖啡
pet_14282, 3415, 想睡覺時, 喝咖啡
pet_15872, 3360, 吃飯, 打開鍋蓋
pet_15872, 3360, 吃飯, 打開鍋蓋
pet_15898, 3357, 逛街, 買氣
pet_2106, 3357, 逛街, 買氣
pet_16021, 3366, 豆漿, 黃豆粉
pet_2119, 3366, 豆漿, 黃豆粉
pet_16168, 3370, 海豚, 哺乳類
pet_2292, 3370, 海豚, 哺乳類
pet_15840, 3353, 罩杯, 胸罩
pet_15840, 3353, 罩杯, 胸罩
pet_16021, 3353, 把妹, 看鬼片
pet_15851, 3385, 買食物, 餓了
pet_14282, 3415, 想睡覺時, 打瞌睡
pet_15841, 3356, 我愛你, 我愛妳
pet_2684, 3356, 我愛你, 我愛妳
pet_16104, 3354, 愛情, 興奮
pet_2660, 3354, 愛情, 興奮
pet_15762, 3360, 睡覺前, 關燈
pet_2760, 3360, 睡覺前, 關燈
pet_16126, 3412, 難過, 抽煙
pet_2831, 3412, 難過, 抽煙
pet_651, 3370, 剪刀, 器具
pet_509, 3370, 剪刀, 器具
pet_15234, 3380, 調味料, 喝湯
pet_15898, 3354, 寶貝球, 充滿勇氣
pet_15898, 3354, 寶貝球, 充滿勇氣
pet_15717, 3357, 電腦, 資訊
pet_15898, 3357, 電腦, 資訊
pet_15872, 3377, 內褲, 房間
pet_3147, 3377, 內褲, 房間
pet_15898, 3371, 錢, 宿舍
pet_2617, 3371, 錢, 宿舍
pet_6499, 3392, 吃藥, 生病
pet_3203, 3392, 吃藥, 生病
pet_4663, 3354, 唱歌, 很開心
pet_3189, 3354, 唱歌, 很開心
pet_14282, 3415, 喝醉時, 想睡
pet_15829, 3415, 喝醉時, 想睡
pet_15856, 3387, 內線交易, 錢
pet_3306, 3387, 內線交易, 錢
pet_16051, 3369, 鐵人, 鐵
pet_16126, 3388, 打電話找朋友, 吃飯
pet_391, 3388, 打電話找朋友, 吃飯
pet_15841, 3390, 小豬, 滾泥巴
pet_248, 3390, 小豬, 滾泥巴
pet_6856, 3370, 兔子, 食物
pet_3452, 3370, 兔子, 食物
pet_15872, 3385, 吃飯, 胃痛
pet_3350, 3385, 吃飯, 胃痛
pet_3362, 3358, 失眠, 焦慮
pet_3554, 3358, 失眠, 焦慮
pet_15985, 3357, 汽車, 廢氣
pet_3576, 3357, 汽車, 廢氣
pet_15957, 3415, 聖誕節, 吃烤雞
pet_2884, 3415, 聖誕節, 吃烤雞
pet_15670, 3391, 打球, 有爽感
pet_15670, 3391, 打球, 有爽感
pet_15898, 3386, 親親, 愛
pet_15773, 3404, 痛苦, 流淚
pet_3708, 3404, 痛苦, 流淚
pet_15681, 3367, 馬路, 路
pet_3481, 3367, 馬路, 路
pet_15829, 3370, 精神虐待, 家暴
pet_15829, 3370, 精神虐待, 家暴
pet_16021, 3375, 遊民, 家
pet_16021, 3375, 遊民, 家
pet_15172, 3380, 炭, 烤肉
pet_15881, 3380, 炭, 烤肉
pet_15669, 3415, 肚子餓, 吃點心
pet_248, 3415, 肚子餓, 吃點心
pet_15981, 3389, 唱歌, 興奮
pet_4034, 3389, 唱歌, 興奮
pet_15981, 3358, 生氣, 想睡覺
pet_2482, 3358, 生氣, 想睡覺
pet_15851, 3399, 愛情, 毒藥
pet_4008, 3399, 愛情, 毒藥
pet_16084, 3357, 書本, 知識
pet_10673, 3357, 書本, 知識
pet_15773, 3393, 店員, 老闆
pet_4492, 3393, 店員, 老闆
pet_15829, 3378, 尾巴, 獅子
pet_15670, 3391, 吃飯, 有爽感
pet_15670, 3391, 吃飯, 有爽感
pet_15819, 3385, 生氣, 沒錢
pet_4544, 3385, 生氣, 沒錢
pet_15810, 3391, 阿宅, 在家
pet_4583, 3391, 阿宅, 在家
pet_14987, 3395, 上班族, 打卡
pet_4400, 3395, 上班族, 打卡
pet_15785, 3357, 樂透, 災難
pet_15785, 3357, 樂透, 災難
pet_15840, 3383, 大便, 打電動
pet_4782, 3383, 大便, 打電動
pet_15985, 3385, 唸書, 想學習
pet_4586, 3385, 唸書, 想學習
pet_15662, 3384, 睡覺, 打鼾
pet_4707, 3384, 睡覺, 打鼾
pet_16156, 3384, 唸書, 聰明
pet_4831, 3384, 唸書, 聰明
pet_15840, 3415, 社團, 把妹
pet_15840, 3415, 社團, 把妹
pet_16001, 3355, 游泳, 睡覺
pet_4899, 3355, 游泳, 睡覺
pet_15773, 3353, 被蚊子咬, 抓癢
pet_5199, 3353, 被蚊子咬, 抓癢
pet_15946, 3391, 老師, 有好學生
pet_3530, 3391, 老師, 有好學生
pet_15881, 3409, 同志, 愛人
pet_15841, 3383, 上廁所, 大便
pet_10669, 3383, 上廁所, 大便
pet_16126, 3412, 難過, 離家出走
pet_16025, 3412, 看電視, 轉頻道
pet_5374, 3412, 看電視, 轉頻道
pet_16044, 3388, 搭飛機, 出國
pet_2771, 3388, 搭飛機, 出國
pet_5244, 3385, 畏縮, 害羞
pet_16109, 3354, 沒人愛, 難過
pet_5244, 3354, 沒人愛, 難過
pet_16021, 3415, 清明節, 追思
pet_5148, 3415, 清明節, 追思
pet_15974, 3384, 車子, 兜風
pet_5255, 3384, 車子, 兜風
pet_14282, 3415, 喝醉時, 開心
pet_14282, 3415, 喝醉時, 開心
pet_15898, 3354, 想放屁, 放屁
pet_15843, 3354, 想放屁, 放屁
pet_15832, 3384, 冬天, 冷
pet_3871, 3384, 冬天, 冷
pet_15881, 3353, 不舒服, 休息
pet_5048, 3353, 不舒服, 休息
pet_16021, 3392, 老師, 被告
pet_5021, 3392, 老師, 被告
pet_15881, 3357, 死亡, 痛苦
pet_5044, 3357, 死亡, 痛苦
pet_15881, 3415, 家裡, 打麻將
pet_16033, 3385, 上網, 想查資料
pet_5090, 3385, 上網, 想查資料
pet_16126, 3370, 眼鏡, 商品
pet_5032, 3370, 眼鏡, 商品
pet_16029, 3357, 財神爺, 好運
pet_5062, 3357, 財神爺, 好運
pet_15677, 3356, 孤單, 害怕
pet_5522, 3356, 孤單, 害怕
pet_15898, 3357, 希望, 慾望
pet_5032, 3357, 希望, 慾望
pet_15837, 3384, 老虎, 吼叫
pet_5550, 3384, 老虎, 吼叫
pet_15898, 3354, 寶貝球, 充滿希望
pet_16033, 3366, 便當, 食物
pet_5284, 3366, 便當, 食物
pet_15773, 3354, 睡不著, 發呆
pet_3652, 3354, 睡不著, 發呆
pet_16084, 3370, 高麗菜, 菜
pet_5681, 3370, 高麗菜, 菜
pet_15851, 3357, 燒香, 好運
pet_5189, 3357, 燒香, 好運
pet_16029, 3386, 愛, 幸福
pet_14282, 3383, 老公, 吃飯
pet_5675, 3383, 老公, 吃飯
pet_15785, 3384, 被主管罵, 不爽
pet_15840, 3384, 被主管罵, 不爽
pet_14568, 3395, 學生, 退學
pet_16001, 3360, 脫褲子, 拉拉鍊
pet_15962, 3393, 飛機, 亂流
pet_5625, 3393, 飛機, 亂流
pet_15974, 3415, 捷運站, 搭捷運
pet_5490, 3415, 捷運站, 搭捷運
pet_16168, 3355, 闖紅燈, 沒事
pet_5532, 3355, 闖紅燈, 沒事
pet_16021, 3353, 晚上, 看鬼片
pet_16021, 3353, 晚上, 看鬼片
pet_5734, 3365, 力量, 團結
pet_14987, 3391, 上班族, 領年終
pet_3362, 3391, 上班族, 領年終
pet_15843, 3370, 高興, 情緒
pet_14573, 3370, 高興, 情緒
pet_15841, 3383, 看書, 大便
pet_6014, 3383, 看書, 大便
pet_11453, 3387, 作息正常, 健康
pet_15677, 3354, 心情好, 快樂
pet_9396, 3354, 心情好, 快樂
pet_15922, 3353, 去海邊, 天氣熱
pet_11809, 3353, 去海邊, 天氣熱
pet_15837, 3415, 圖書館, 找書
pet_12544, 3415, 圖書館, 找書
pet_16168, 3388, 打電話, 朋友
pet_16021, 3380, 耳朵, 聽歌
pet_16021, 3380, 喇叭, 聽歌
pet_4106, 3378, 草莓, 苗栗
pet_2566, 3378, 草莓, 苗栗
pet_4106, 3378, 火車站, 苗栗
pet_2566, 3378, 火車站, 苗栗
pet_16033, 3355, 放學, 吃飯
pet_4755, 3355, 放學, 吃飯
pet_5071, 3388, 買犯, 吃飯
pet_15898, 3354, 吃, 變胖
pet_4460, 3354, 吃, 變胖
pet_15785, 3377, 高級跑車, 上流社會
pet_15785, 3377, 高級跑車, 上流社會
pet_15785, 3377, 名牌包, 上流社會
pet_15785, 3377, 名牌包, 上流社會
pet_15669, 3369, 童話, 愛
pet_15946, 3369, 童話, 愛
pet_15840, 3353, 罩杯, 戴安芬
pet_15840, 3353, 罩杯, 戴安芬
pet_15829, 3353, 討厭, 生氣
pet_16033, 3353, 討厭, 生氣
pet_15773, 3358, 長期熬夜, 失眠
pet_15773, 3358, 焦慮, 失眠
pet_16069, 3389, 哭, 累
pet_16138, 3389, 吃到飽, 餓
pet_8758, 3389, 吃到飽, 餓
pet_12730, 3415, 操場, 散步
pet_16168, 3415, 操場, 散步
pet_14987, 3370, 年紀, 年份
