pet_14033, 3386, 睡覺, 休息
pet_12455, 3373, 我女朋友, 桌子
pet_12455, 3373, 我女朋友, 棉被
pet_14565, 3393, 明星, 狗仔
pet_12187, 3393, 明星, 狗仔
pet_12187, 3393, 明星, 不紅
pet_12187, 3393, 明星, 流言
pet_12187, 3393, 明星, 沒錢
pet_12455, 3354, 很丟臉, 尷尬
pet_12455, 3354, 很丟臉, 沒面子
pet_11562, 3399, 鳳梨, 海綿
pet_9837, 3399, 鳳梨, 海綿
pet_9837, 3393, 正版, 台灣人民
pet_12677, 3370, 冰箱, 儲藏室
pet_12677, 3390, 公司主管, 罵人
pet_12677, 3390, 公司主管, 羞辱人
pet_12677, 3388, 再叫一碗滷, 吃雞肉飯
pet_12677, 3388, 算一下錢, 吃雞肉飯
pet_11399, 3370, 電腦, 科技產業產品
pet_13721, 3370, 電腦, 便利的東西
pet_11399, 3370, 電腦, 便利的東西
pet_6164, 3384, 鬧鐘, 有時針分針
pet_6164, 3393, 公眾人物, 八卦
pet_6164, 3393, 公眾人物, 沒錢
pet_12747, 3384, 公雞, 吃蟲
pet_11399, 3384, 公雞, 吃蟲
pet_12768, 3391, 朋友, 一起逛街
pet_11399, 3391, 朋友, 一起逛街
pet_11399, 3388, 擁抱人, 擁抱
pet_11399, 3388, 開口跟對方說, 擁抱
pet_11399, 3388, 直視著對方, 擁抱
pet_12677, 3393, 恐龍, 台灣地質
pet_12677, 3393, 我, 台灣山坡
pet_12677, 3393, 妳, 台灣山坡
pet_12677, 3393, 他, 台灣山坡
pet_12677, 3393, 人, 台灣山坡
pet_12677, 3393, 豬, 台灣山坡
pet_5868, 3354, 被拋棄, 哭
pet_5868, 3392, 酒女, 酒
pet_12510, 3387, 聯誼, 情人
pet_12679, 3387, 聯誼, 情人
pet_12679, 3367, 歷史, 文明
pet_12416, 3385, 哭, 被甩
pet_12323, 3383, 柯南, 變小
pet_12323, 3383, 唐三藏, 制止悟空
pet_12323, 3383, 孫悟空, 駕馭筋斗雲
pet_12323, 3383, 孫悟空, 欺負八戒
pet_11710, 3395, 螞蟻, 壁虎
pet_12446, 3377, 雲霄飛車, 遊樂區
pet_12536, 3377, 雲霄飛車, 遊樂區
pet_12536, 3377, 大怒神, 遊樂區
pet_12722, 3366, 塑膠, 聚氯乙烯
pet_12536, 3366, 塑膠, 聚氯乙烯
pet_12536, 3366, 塑膠, 聚乙烯
pet_12536, 3366, 塑膠, 異戊丁烯
pet_12722, 3366, 塑膠, 聚丙烯
pet_12536, 3366, 塑膠, 聚丙烯
pet_12536, 3366, 塑膠, 甲烷
pet_12681, 3377, 笨蛋, 美食區
pet_4049, 3395, 同性戀, 嘲笑
pet_4049, 3395, 同性戀, 排擠
pet_4049, 3395, 同性戀, 不尊重
pet_4049, 3380, 腦子, 做功課
pet_12682, 3395, 淺眠者, 大哭的人
pet_12682, 3395, 淺眠者, 大叫的人
pet_12682, 3395, 淺眠者, 唱歌的人
pet_12682, 3395, 淺眠者, 跳來跳去的人
pet_12479, 3366, 積木, 心
pet_4049, 3366, 積木, 紅木
pet_12682, 3356, 自殺, 沒大腦
pet_12479, 3357, 餵食母乳, 風險
pet_12479, 3357, 餵食母乳, 健康
pet_12479, 3357, 餵食母乳, 幸福
pet_4049, 3357, 餵食母乳, 胖胖的肉
pet_4049, 3357, 餵食母乳, 健康寶寶
pet_4263, 3358, 白嫖, 被黑道追殺
pet_12479, 3358, 裸舞, 公憤
pet_12479, 3358, 裸舞, 興趣
pet_12479, 3358, 裸舞, 爭執
pet_11914, 3404, 腐化, 權力
pet_12116, 3383, 犯人, 改過自新
pet_11644, 3383, 囚犯, 等死
pet_12878, 3354, 痛, 哭
pet_12116, 3354, 痛, 哭
pet_12116, 3392, 討厭甜食的人, 糖
pet_12116, 3383, 智者, 領導
pet_12116, 3356, 愛上另一個人, 劈腿
pet_12116, 3356, 筋很軟, 劈腿
pet_12116, 3356, 沒定性, 外遇
pet_12573, 3383, 膽大者, 挑戰自我
pet_12573, 3356, 不愛了, 背叛
pet_8847, 3380, 藥, 肚子痛
pet_12573, 3360, 滿意, 微笑
pet_12573, 3360, 滿意, 擁抱
pet_12573, 3360, 滿意, 稱讚
pet_12573, 3360, 滿意, 誇獎
pet_12573, 3360, 問問題, 舉手
pet_73, 3404, 你, 女人
pet_12203, 3356, 想打電動, 打電動
pet_8683, 3356, 沒事, 無聊
pet_12525, 3356, 沒事, 無聊
pet_12525, 3356, 讀書, 無聊
pet_12513, 3358, 車禍, 流血
pet_12525, 3358, 車禍, 流血
pet_12525, 3388, 突然不想睡, 睡覺
pet_12525, 3388, 直接睡著, 睡覺
pet_12525, 3358, 受傷, 恐慌
pet_12525, 3358, 受傷, 血流不止
pet_12525, 3358, 受傷, 暫停
pet_12525, 3388, 突然不想上網, 上網
pet_12525, 3388, 馬上跑到網前, 上網
pet_12525, 3388, 買電腦, 上網
pet_12525, 3360, 刷牙, 把牙齒拿下來
pet_12525, 3360, 刷牙, 買假牙清潔碇
pet_12525, 3360, 刷牙, 吃過飯
pet_12525, 3360, 刷牙, 先去廁所
pet_12525, 3360, 刷牙, 看鏡子
pet_12525, 3360, 刷牙, 倒杯水
pet_12525, 3360, 刷牙, 有吃過飯
pet_12525, 3404, 掛點, 離開
pet_12525, 3404, 分手, 離開
pet_12525, 3404, 不玩了, 離開
pet_12203, 3355, 殺人, 良心譴責
pet_12203, 3355, 殺人, 自首
pet_12203, 3355, 殺人, 沒有感覺
pet_12203, 3354, 回答問題, 覺得無聊
pet_12203, 3354, 回答問題, 覺得問題很笨
pet_12203, 3404, 過敏, 失眠
pet_12203, 3354, 問問題, 變聰明
pet_12203, 3354, 被扣點, 無所謂
pet_12203, 3358, 頭痛, 心情煩悶
pet_12203, 3358, 頭痛, 全身無力
pet_12203, 3358, 頭痛, 無法思考
pet_12203, 3358, 頭痛, 反應遲鈍
pet_12203, 3358, 頭痛, 集中力下降
pet_11915, 3415, 中秋, 和家人團聚
pet_12203, 3358, 頭痛, 情緒不穩定
pet_11915, 3404, 心理壓力太大, 發瘋
pet_12552, 3353, 寂寞, 喝酒
pet_11915, 3353, 寂寞, 喝酒
pet_13935, 3353, 不開心, 喝酒
pet_11915, 3353, 不開心, 喝酒
pet_11915, 3353, 和朋友聚餐, 喝酒
pet_12203, 3360, 睡覺, 把枕頭拍鬆
pet_11915, 3412, 寫論文, 覺得很煩
pet_11915, 3412, 寫論文, 參考很多書籍
pet_11915, 3355, 筆記本寫名字, 有人死掉
pet_11915, 3355, 筆記本寫名字, 有人死掉
pet_11915, 3412, 心裡有事, 找人訴說
pet_11915, 3412, 心裡有事, 寫日記
pet_11915, 3412, 心裡有事, 寫部落格
pet_11915, 3412, 心裡有事, 喝酒
pet_11915, 3412, 憂愁, 喝悶酒
pet_11915, 3412, 憂愁, 默默不語
pet_11915, 3355, 上去床鋪, 睡覺
pet_11915, 3353, 去夜店, 抽菸
pet_11915, 3353, 出門, 抽菸
pet_11915, 3390, 山下智久, 表演
pet_11915, 3390, 山下智久, 漂亮女生
pet_11915, 3390, 貓咪, 吃小魚
pet_11915, 3390, 貓咪, 追老鼠
pet_12573, 3390, 貓咪, 玩逗貓棒
pet_11915, 3390, 貓咪, 玩逗貓棒
pet_11915, 3390, 我, 喝酒
pet_11915, 3390, 我, 喝酒
pet_12203, 3377, 神社, 日本
pet_12203, 3377, 和果子, 日本
pet_11915, 3355, 吃火鍋, 滿身大汗
pet_12203, 3377, 櫻花, 日本
pet_11915, 3355, 吃火鍋, 喝點小酒
pet_11385, 3390, 我, 夢想成真
pet_11385, 3390, 我, 晴天
pet_11385, 3390, 我, 快快樂樂
pet_11915, 3355, 肚子痛, 吃成藥
pet_11915, 3355, 肚子痛, 吃成藥
pet_11915, 3355, 肚子痛, 揉肚子
pet_11385, 3355, 肚子痛, 有事搞砸
pet_11915, 3355, 肚子痛, 揉揉肚子
pet_11385, 3355, 肚子痛, 情緒很差
pet_11385, 3355, 肚子痛, 找衛生紙
pet_11915, 3355, 白天, 吃早餐
pet_11915, 3354, 養小雞, 有事做
pet_11385, 3355, 說太多話, 口渴
pet_11385, 3355, 說太多話, 喉嚨痛
pet_11385, 3355, 說太多話, 被討厭
pet_11915, 3415, 端午, 看龍舟賽
pet_11915, 3415, 端午, 買香包
pet_12203, 3355, 舌燦蓮花, 把到正妹
pet_11915, 3354, 喜歡偶像, 追星
pet_11915, 3354, 喜歡偶像, 去看演唱會
pet_11915, 3354, 喜歡偶像, 買週邊商品
pet_11915, 3377, 我的內褲, 我家
pet_11915, 3377, 我的衣服, 我家
pet_11915, 3377, 我的褲子, 我家
pet_11915, 3377, 我的書包, 我家
pet_11915, 3377, 我的電腦, 我家
pet_12203, 3377, 獸人, 部落
pet_12203, 3377, 不死族, 部落
pet_12203, 3377, 食人妖, 部落
pet_12203, 3377, 血精靈, 部落
pet_12203, 3377, 牛頭人, 部落
pet_11915, 3354, 游泳, 變健康
pet_11915, 3354, 游泳, 肺活量變大
pet_12203, 3360, 開心, 擁抱愛人
pet_12203, 3355, 惡人作惡, 蝙蝠俠出現
pet_12203, 3390, 柯南, 推理
pet_11915, 3390, 麥當勞怪叔叔, 站在麥當勞外
pet_11915, 3390, 麥當勞怪叔叔, 畫奇怪的妝
pet_11915, 3354, 整形, 比山下智久帥
pet_11915, 3354, 有自信, 比山下智久帥
pet_11915, 3390, 大正妹, 大帥哥
pet_11915, 3390, 大正妹, 有才華的人
pet_11915, 3390, 大正妹, 逛街
pet_11915, 3354, 做夢, 有一百兆
pet_12203, 3353, 聽到動感音樂, 跳舞
pet_11915, 3354, 做夢時, 飛起來
pet_11915, 3354, 做夢時, 飛起來
pet_11915, 3354, 搭飛機時, 飛起來
pet_11915, 3354, 搭飛機時, 飛起來
pet_11915, 3354, 柯南, 想看
pet_11915, 3354, 柯南, 覺得很可愛
pet_12623, 3390, 海珊寶寶, 媽媽
pet_12623, 3390, 海珊寶寶, 爸爸
pet_12623, 3390, 海珊寶寶, 哥哥
pet_12623, 3390, 海珊寶寶, 姊姊
pet_12623, 3390, 海珊寶寶, 妹妹
pet_4049, 3390, 小雞, 豆
pet_4049, 3390, 小雞, 黑豆
pet_4049, 3390, 小雞, 美味的肉蟲
pet_11915, 3354, 洗澡, 覺得舒服
pet_11915, 3354, 工作, 覺得累
pet_11915, 3354, 工作, 覺得辛苦
pet_11915, 3354, 工作, 人生有目標
pet_11915, 3360, 禱告, 有虔誠的心
pet_11915, 3384, 雞, 吃小蟲
pet_11915, 3384, 雞, 生雞蛋
pet_5227, 3383, 蝴蝶, 飛翔
pet_5227, 3383, 蜻蜓, 飛翔
pet_5227, 3383, 蜜蜂, 飛翔
pet_5227, 3383, 小飛俠, 飛翔
pet_12688, 3391, 唸書, 看一本書
pet_10284, 3391, 你, 看報紙
pet_10284, 3391, 我, 看報紙
pet_10284, 3391, 他, 看報紙
pet_10284, 3391, 大家, 看報紙
pet_10284, 3391, 鄉民, 看報紙
pet_11900, 3383, 人類, 開車
pet_10284, 3375, 你, 校門
pet_12583, 3391, 肚子餓, 做晚飯
pet_12583, 3391, 嘴殘, 做晚飯
pet_12583, 3391, 小孩肚子餓, 做晚飯
pet_12119, 3393, 大人, 老鼠
pet_12533, 3412, 下雨, 心浮氣躁
pet_12533, 3412, 下雨, 喝熱飲
pet_12533, 3415, 游泳, 憋氣
pet_12533, 3415, 游泳, 水母漂
pet_10276, 3390, 我, 寫生
pet_10276, 3390, 我, 畫畫
pet_10276, 3412, 肚子餓, 上餐館
pet_10276, 3412, 肚子餓, 買泡面
pet_12459, 3412, 淹水, 水母漂
pet_12459, 3412, 淹水, 大聲求救
pet_12459, 3412, 淹水, 喝到水
pet_12459, 3412, 淹水, 往下沈
pet_12459, 3412, 淹水, 找可以抓的
pet_12616, 3354, 電視, 興奮
pet_12616, 3354, 什麼鬼, 響推砲
pet_12616, 3391, 我, 看影片
pet_9650, 3384, 吃地瓜, 飽
pet_9650, 3384, 吃地瓜, 增加腸胃蠕動
pet_9650, 3356, 開心, 歡呼
pet_11453, 3356, 開心, 歡呼
pet_12513, 3356, 開心, 放煙火
pet_9650, 3356, 開心, 放煙火
pet_12148, 3358, 你, 熱鬧
pet_12148, 3391, 妳, 愛情
pet_12148, 3391, 妳, 外貿
pet_12148, 3391, 妳, 化妝品
pet_12148, 3391, 妳, 青春
pet_11453, 3415, 睡覺, 墊枕頭
pet_14137, 3390, 鄉民, 酸人
pet_11453, 3390, 鄉民, 酸人
pet_11453, 3390, 鄉民, 看正妹
pet_11453, 3390, 鄉民, 戰學校
pet_11453, 3390, 鄉民, 戰政治
pet_11453, 3415, 洗澡, 淋浴
pet_11453, 3415, 洗澡, 擦肥皂
pet_11579, 3415, 洗澡, 護髮
pet_11453, 3415, 洗澡, 護髮
pet_11453, 3415, 洗澡, 開燈
pet_10197, 3356, 想複合, 復合
pet_10197, 3356, 還喜歡, 復合
pet_10197, 3356, 找不到對象, 復合
pet_11914, 3356, 中毒, 封鎖刪除
pet_11914, 3388, 上網交友, 找到好對象
pet_11914, 3388, 參加聯誼, 找到好對象
pet_11914, 3385, 上噗浪, 記錄生活
pet_12533, 3388, 買新衣服, 改造自己
pet_12533, 3388, 剪頭髮, 改造自己
pet_12694, 3390, 玩, 真心話
pet_6776, 3356, 重新愛上他, 解除封鎖MSN
pet_6776, 3356, 不小心按到, 解除封鎖MSN
pet_6776, 3356, 誤會化消, 解除封鎖MSN
pet_12533, 3385, 重新追求女生, 還愛他
pet_12533, 3385, 重新追求女生, 寂寞
pet_12693, 3358, 他, 破壞
pet_14117, 3370, 蔥, 蔬菜
pet_13119, 3370, 蔥, 蔬菜
pet_12693, 3358, 他, 悲傷
pet_6776, 3391, 你, 高薪
pet_6776, 3391, 你, 吃吐司
pet_6776, 3385, 上facebook, 非死不可
pet_6776, 3385, 上facebook, 趕潮流
pet_6776, 3385, 上facebook, 朋友都在上
pet_6776, 3385, 上facebook, 想研究
pet_10, 3355, 流汗, 洗熱水澡
pet_10, 3355, 想洗澡, 洗熱水澡
pet_10, 3355, 吃晚餐, 洗熱水澡
pet_12295, 3380, 綠油精, 疲勞
pet_12295, 3380, 拖把, 乾淨
pet_12583, 3390, 哈秋波特, 打噴嚏
pet_12583, 3409, 結婚, 家庭
pet_12583, 3409, 結婚, 一起共同生活
pet_10409, 3409, 戀愛, 很甜蜜
pet_12695, 3355, 做愛, 不想動
pet_12583, 3378, 大眼睛, 我
pet_12583, 3378, 雞羽毛, 我
pet_12546, 3358, 衝突, 對立
pet_12546, 3358, 衝突, 打架
pet_11410, 3392, 宅男, 停電
pet_11108, 3385, 想家, 離鄉背井
pet_11108, 3385, 想家, 出外唸書
pet_11108, 3385, 想家, 出外工作
pet_11108, 3385, 想家, 遇到挫折
pet_11108, 3356, 打破碗, 媽媽打我
pet_11108, 3356, 考試考差, 媽媽打我
pet_11108, 3356, 翹課, 媽媽打我
pet_11108, 3356, 罵髒話, 媽媽打我
pet_13226, 3404, 冷, 穿外套
pet_12698, 3404, 冷, 穿外套
pet_12698, 3409, 三角形, 幾何
pet_12363, 3353, 沒車, 坐捷運
pet_12363, 3353, 下雨, 坐捷運
pet_12363, 3357, 有錢, 買車
pet_12363, 3357, 有需要, 買車
pet_12363, 3357, 方便, 買車
pet_10922, 3383, 他, 上網
pet_12583, 3384, 女人, 睡覺
pet_12583, 3384, 女人, 吃東西
pet_12583, 3384, 女人, 當宅女
pet_12583, 3384, 女人, 搞時尚
pet_10922, 3404, 寒流來, 天氣冷
pet_10922, 3357, 他, 傷心
pet_10922, 3355, 冬天到, 開暖氣
pet_10922, 3355, 寒流來, 開暖氣
pet_10922, 3378, 車子, 他
pet_10922, 3378, 房子, 他
pet_10922, 3378, 地位, 他
pet_10922, 3356, 照鏡子, 看到自己
pet_10922, 3356, 照鏡子, 能畫好妝
pet_10922, 3356, 照鏡子, 梳好頭髮
pet_10922, 3356, 照鏡子, 整理服裝儀容
pet_12363, 3412, 生病, 待在家
pet_12237, 3370, 七巧版, 玩具
pet_12237, 3370, 磨行車, 玩具
pet_12187, 3370, 轉換心境, 藥
pet_12187, 3370, 熊掌, 藥
pet_12187, 3370, 當歸, 藥
pet_12187, 3370, 枸杞, 藥
pet_7259, 3357, 二氧化碳, 空氣污染
pet_12699, 3357, 硫化物, 空氣污染
pet_12699, 3357, 二氧化氮, 空氣污染
pet_12363, 3383, 無聊, 清理馬桶
pet_12363, 3404, 大便太多, 馬桶阻塞
pet_12699, 3404, 大便太多, 馬桶阻塞
pet_12363, 3404, 衛生紙卡住, 馬桶阻塞
pet_12699, 3404, 廁紙太多, 馬桶阻塞
pet_12699, 3404, 排泄物太多, 馬桶阻塞
pet_12363, 3389, 重灌, 電腦中毒
pet_12363, 3389, 生氣, 電腦中毒
pet_12363, 3389, 砸電腦, 電腦中毒
pet_12363, 3383, 無聊, 做家事
pet_12363, 3412, 考不好, 哭
pet_12363, 3412, 考不好, 被笑
pet_12363, 3412, 考不好, 被打
pet_12363, 3412, 考不好, 被罵
pet_12363, 3412, 考不好, 心情不好
pet_12699, 3390, 阿宅, 萌
pet_12699, 3390, 阿宅, 乳遙
pet_12699, 3390, 阿宅, 郭書遙
pet_12363, 3390, 阿宅, 線上遊戲
pet_12363, 3390, 阿宅, 羅莉
pet_12229, 3378, 瑤瑤, 童顏巨乳
pet_12229, 3389, 繳電話費, 沒繳電話費
pet_12229, 3389, 傳簡訊, 沒繳電話費
pet_12229, 3389, 聊天, 沒繳電話費
pet_12229, 3389, 等人家打過來, 沒繳電話費
pet_12229, 3389, 打出去, 沒繳電話費
pet_12229, 3357, 發錯中獎消息, 壞心情
pet_12229, 3357, 發錯中獎消息, 新聞
pet_8713, 3391, 宅男, 玩電腦
pet_12229, 3391, 宅男, 玩電腦
pet_12701, 3391, 宅男, 馬子
pet_12701, 3391, 宅男, 七仔
pet_12229, 3357, 中頭獎, 好心情
pet_12229, 3357, 中頭獎, 錢錢
pet_12229, 3357, 中頭獎, 危險
pet_12229, 3357, 中統一發票, 錢
pet_12229, 3357, 中統一發票, 快樂
pet_12229, 3357, 中統一發票, 開新
pet_12229, 3383, 無聊, 掃地
pet_12229, 3383, 在家, 掃地
pet_12229, 3391, 肚子餓, 吃麵
pet_12229, 3391, 肚子餓, 吃點心
pet_12035, 3378, 黑眼圈, 黑眼圈的阿宅
pet_12035, 3357, 屁, 環境汙染
pet_12035, 3357, 空氣, 環境汙染
pet_12035, 3357, 廢棄, 環境汙染
pet_12035, 3389, 通, 馬桶阻塞
pet_12035, 3389, 變, 馬桶阻塞
pet_12035, 3389, 通樂, 馬桶阻塞
pet_12612, 3404, 壞了, 多啦A夢故障
pet_12612, 3404, 故事要結局了, 多啦A夢故障
pet_12612, 3404, 要修理, 多啦A夢故障
pet_12612, 3404, 主角沒了, 多啦A夢故障
pet_12612, 3404, 成績不好, 留級
pet_12612, 3404, 要再多花一年, 留級
pet_12612, 3404, 要變成學弟, 留級
pet_12612, 3404, 離畢業還有, 留級
pet_12612, 3371, 香菇, 香菇園
pet_12612, 3371, 山頂洞人, 山洞
pet_13225, 3356, 遊戲, 快樂
pet_11269, 3356, 遊戲, 快樂
pet_11269, 3356, 遊戲, 快樂
pet_11269, 3356, 遊戲, 大笑
pet_11809, 3371, 孔子, 歷史
pet_11269, 3356, 遊戲, 歡樂
pet_11269, 3356, 遊戲, 愉快
pet_11269, 3356, 遊戲, 愉快
pet_11269, 3356, 遊戲, 好心情
pet_11269, 3356, 遊戲, 好心情
pet_12612, 3356, 遊戲, 玩樂
pet_12612, 3356, 遊戲, 互動
pet_11809, 3356, 傳宗接代, 大強狂生小強
pet_12612, 3356, 遊戲, 沉迷
pet_12612, 3356, 遊戲, 墮落
pet_11269, 3356, 遊戲, 心情好
pet_11269, 3391, 青蛙, 叫
pet_11269, 3391, 青蛙, 長大
pet_11269, 3391, 青蛙, 吃東西
pet_11269, 3391, 青蛙, 變回蝌蚪
pet_11269, 3356, 潮濕, 衣櫃裡長香菇
pet_11269, 3356, 淹水, 衣櫃裡長香菇
pet_11269, 3356, 泡水, 衣櫃裡長香菇
pet_11269, 3356, 濕氣重, 衣櫃裡長香菇
pet_12656, 3392, 我, 難過的時候
pet_7895, 3380, 沙包, 颱風來襲
pet_12656, 3392, 你, 難過的時候
pet_7895, 3380, 手電筒, 颱風來襲
pet_12656, 3392, 他, 難過的時候
pet_7895, 3380, 雨傘, 颱風來襲
pet_12656, 3392, 我們, 難過的時候
pet_12656, 3392, 你們, 難過的時候
pet_12656, 3353, 不, 災民受苦
pet_12656, 3353, 我不, 災民受苦
pet_12656, 3353, 我不可能, 災民受苦
pet_12656, 3353, 你不, 災民受苦
pet_12656, 3353, 他不, 災民受苦
pet_13119, 3370, 青菜, 蔬菜
pet_7895, 3404, 善意, 捐錢
pet_7895, 3404, 幫助他人, 捐錢
pet_7895, 3404, 善心之舉, 捐錢
pet_7895, 3404, 有能力助人, 捐錢
pet_12583, 3386, 坐火車, 去探親
pet_12583, 3386, 坐火車, 環島
pet_12583, 3386, 坐火車, 去風景區觀光
pet_12583, 3386, 坐火車, 過年領紅包
pet_13143, 3412, 塞車, 生氣
pet_12583, 3412, 塞車, 生氣
pet_12583, 3412, 塞車, 繞道而行
pet_12583, 3412, 塞車, 聽廣播
pet_12583, 3412, 塞車, 只好聊天
pet_12583, 3412, 塞車, 等他暢通
pet_12583, 3368, 電風扇, 鐵
pet_12583, 3368, 鐵椅, 鐵
pet_12583, 3368, 鐵床, 鐵
pet_12583, 3368, 鐵門, 鐵
pet_12583, 3415, 父親節, 帶去餐廳吃飯
pet_12583, 3415, 父親節, 帶去KTV唱歌
pet_12459, 3404, 水災很可怕, 小林村淹沒
pet_12459, 3404, 有人走了, 小林村淹沒
pet_12459, 3404, 家沒有了, 小林村淹沒
pet_12459, 3404, 水土流失, 小林村淹沒
pet_12459, 3404, 未做防範, 小林村淹沒
pet_12046, 3387, 去麵包店, 麵包
pet_12046, 3387, 工作, 麵包
pet_12393, 3389, 救災, 小林村淹沒
pet_12393, 3389, 捐款, 小林村淹沒
pet_12393, 3389, 祈禱, 小林村淹沒
pet_12393, 3392, 校長, 解聘書
pet_12046, 3399, 電腦, 每天要用的
pet_12046, 3399, 電腦, 用來玩遊戲的
pet_12046, 3386, 上PTT, 批兔個版
pet_12046, 3386, 上PTT, 收信
pet_12046, 3386, 上PTT, 丟水球
pet_12134, 3386, 看電視, 不無聊
pet_12134, 3386, 看電視, 知道時事
pet_12134, 3386, 看電視, 學新知
pet_12134, 3386, 看電視, 比看電影省錢
pet_12046, 3386, 看電視, 新聞報導
pet_12046, 3386, 看電視, 與世界連繫
pet_12338, 3399, 朋友, 重要
pet_12576, 3392, 小林村的人, 災民
pet_12576, 3392, 颱風來了, 災民
pet_12576, 3392, 我, 災民
pet_12583, 3370, 螺絲, 零件
pet_12583, 3370, 釘子, 零件
pet_12583, 3370, 八角螺絲帽, 零件
pet_12583, 3370, 螺絲釘, 零件
pet_12583, 3370, 風扇葉片, 零件
pet_12583, 3409, 海洋, 大自然
pet_12583, 3409, 海洋, 魚兒的家
pet_12583, 3409, 海洋, 漁夫生活工具
pet_12583, 3391, 他, 泡麵
pet_12583, 3391, 他, 水果
pet_12702, 3383, 賑災, 捐物資
pet_12702, 3383, 救援, 捐物資
pet_12702, 3383, 施捨, 捐物資
pet_12702, 3383, 錢多多, 捐物資
pet_12702, 3383, 沒事做, 捐物資
pet_9187, 3399, 天空, 開心
pet_9187, 3399, 天空, 憂鬱
pet_12702, 3380, 板手, 機車故障
pet_12702, 3380, 錢, 機車故障
pet_12702, 3380, 拖車, 機車故障
pet_11333, 3358, 媽媽發飆, 被打
pet_11333, 3358, 媽媽發飆, 被罵
pet_11333, 3358, 媽媽發飆, 禁足
pet_11333, 3358, 媽媽發飆, 扣零用錢
pet_11333, 3358, 媽媽發飆, 被趕出門
pet_12647, 3358, 兒童走失, 家人緊張
pet_1200, 3358, 颶風, 死亡
pet_13038, 3358, 颶風, 房屋倒塌
pet_1200, 3358, 颶風, 房屋倒塌
pet_1200, 3358, 颶風, 房屋被捲走
pet_1200, 3358, 颶風, 車子被捲走
pet_1200, 3358, 颶風, 人被捲走
pet_12393, 3357, 龍捲風, 房屋倒塌
pet_12647, 3404, 有人找你, 有人按門鈴
pet_11459, 3356, 努力唸書, 考的好
pet_12393, 3355, 覺得很冷, 蓋被子
pet_12393, 3355, 覺得很冷, 開暖爐
pet_12393, 3389, 認真聽課, 上課
pet_12895, 3357, 土石流, 災害
pet_12756, 3357, 土石流, 災害
pet_11459, 3357, 土石流, 災害
pet_11459, 3357, 烏雲, 雷雨
pet_3910, 3353, 準備考試, 讀書
pet_3910, 3387, 開心微笑, 朋友
pet_3910, 3387, 主動交際, 朋友
pet_3910, 3387, 心胸寬闊, 朋友
pet_3910, 3354, 看書, 有書香氣息
pet_12704, 3354, 聽課, 精神百倍
pet_10152, 3389, 泡澡, 覺得累
pet_3910, 3389, 泡澡, 覺得累
pet_3910, 3412, 火災, 潑水
pet_12892, 3412, 火災, 打電話報警
pet_3910, 3412, 火災, 打電話報警
pet_3910, 3412, 火災, 逃出家門
pet_3910, 3409, 康乃馨, 母親節
pet_9168, 3389, 睡覺, 悲傷
pet_13302, 3412, 報警, 很緊張
pet_12486, 3412, 報警, 很緊張
pet_12486, 3412, 報警, 十分緊張
pet_12151, 3367, 沐浴精, 精油
pet_12508, 3391, 歌手, 賺錢
pet_12508, 3391, 歌手, 表演
pet_12508, 3391, 歌手, 紅
pet_12508, 3391, 歌手, 出專輯
pet_11848, 3356, 不想生小孩, 不想結婚
pet_11848, 3356, 不想負責, 不想結婚
pet_11848, 3356, 不想花錢, 不想結婚
pet_11848, 3356, 沒閃光, 不想結婚
pet_11848, 3356, 閃光跑了, 不想結婚
pet_11908, 3387, 學習, 快樂
pet_11908, 3387, 排泄, 快樂
pet_11423, 3371, 背包, 櫃子
pet_11423, 3371, 背包, 店
pet_11423, 3371, 背包, 家
pet_11908, 3357, 蟲蟲, 細菌
pet_11908, 3357, 蟲蟲, 髒汙
pet_11908, 3357, 蟲蟲, 同伴
pet_11908, 3357, 蟲蟲, 天敵
pet_11908, 3357, 蟲蟲, 蟲洞
pet_11826, 3377, 餐桌, 家裡
pet_12536, 3356, 骯髒, 有大腸桿菌
pet_13824, 3370, 杏鮑菇, 食材
pet_12599, 3409, 鴿子, 楊宗緯的歌
pet_12599, 3409, 鴿子, 蕭淑慎
pet_10197, 3356, 吃飯, 不餓了
pet_10197, 3356, 吃飯, 不吃宵夜
pet_10197, 3356, 吃飯, 要看電視
pet_12599, 3415, 演唱會, 揮舞螢光棒
pet_12599, 3415, 演唱會, 專心聽歌
pet_12599, 3371, 梨子, 公園
pet_12599, 3371, 雞, 公園
pet_10197, 3356, 喜歡你, 跟你告白
pet_12599, 3371, 阿姨, 公園
pet_10197, 3356, 喜歡你, 跟你在一起
pet_10197, 3356, 喜歡你, 為你付出
pet_10197, 3356, 喜歡你, 不顧一切
pet_10197, 3356, 喜歡你, 愛上你
pet_3362, 3387, 奮發向上, 錢
pet_12599, 3387, 奮發向上, 錢
pet_12599, 3387, 多存點錢, 錢
pet_12599, 3387, 努力找工作, 錢
pet_10197, 3370, 我, 笨蛋
pet_10197, 3370, 我, 好人代表
pet_10197, 3370, 我, 呆子
pet_10197, 3370, 我, 工具人
pet_10197, 3389, 叫人來修, 冷氣壞掉
pet_12552, 3370, 你, 快樂
pet_12552, 3380, 手電筒, 地震
pet_12552, 3380, 電視, 地震
pet_12552, 3380, 乾糧, 地震
pet_12660, 3360, 看烏龍派出所, 開燈
pet_12660, 3360, 看烏龍派出所, 拿零食
pet_12599, 3378, 尹智厚, 花澤類
pet_12479, 3356, 無聊, 逛街
